,activity_id,date_start,date_end,placeid,description,is_done,max_participants,feedback_due
963,250296,2022-10-27T19:00:00+02:00,2022-10-27T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-26T18:30:00+01:00
964,250020,2022-10-26T19:00:00+02:00,2022-10-26T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-25T18:30:00+01:00
965,249701,2022-10-25T19:00:00+02:00,2022-10-25T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-24T18:30:00+01:00
966,249417,2022-10-24T19:00:00+02:00,2022-10-24T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-23T18:30:00+01:00
967,249058,2022-10-22T20:30:00+02:00,2022-10-22T21:00:00+02:00,760,"Closest HUB - AGORA learning center (for bread only) or Hoveniersdreef 33, 3001 Heverlee. If there is excess food let the other members on Facebook know.  Do not forget to bring your own bags for the pickup.  Usually, two persons are enough to carry all the food, however, sometimes it is too much - in this case, please ask for help on the Facebook group and we will help you out :D",TRUE,2,2022-11-21T20:00:00+01:00
968,249012,2022-10-22T19:00:00+02:00,2022-10-22T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-21T18:30:00+01:00
969,248730,2022-10-21T19:00:00+02:00,2022-10-21T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-20T18:30:00+01:00
970,247624,2022-10-17T20:30:00+02:00,2022-10-17T21:00:00+02:00,760,"Closest HUB - AGORA learning center (for bread only) or Hoveniersdreef 33, 3001 Heverlee. If there is excess food let the other members on Facebook know.  Do not forget to bring your own bags for the pickup.  Usually, two persons are enough to carry all the food, however, sometimes it is too much - in this case, please ask for help on the Facebook group and we will help you out :D",TRUE,2,2022-11-16T20:00:00+01:00
971,247568,2022-10-17T19:00:00+02:00,2022-10-17T19:30:00+02:00,2210,"If you are more then one, coordinate a pick-up time!   Meeting point: shop entrance  Make sure you can transport a lot of food, if you are not that many people. The entire quantity has to be picked up! Excess can be dropped at hubs.   Closest HUB: Hal 5 fridge, perfect for the fresh food they often give (fruit, veggies and meat).",TRUE,5,2022-11-16T18:30:00+01:00
972,247320,2022-10-16T20:30:00+02:00,2022-10-16T21:00:00+02:00,760,"Closest HUB - AGORA learning center (for bread only) or Hoveniersdreef 33, 3001 Heverlee. If there is excess food let the other members on Facebook know.  Do not forget to bring your own bags for the pickup.  Usually, two persons are enough to carry all the food, however, sometimes it is too much - in this case, please ask for help on the Facebook group and we will help you out :D",TRUE,2,2022-11-15T20:00:00+01:00
973,247209,2022-10-15T20:30:00+02:00,2022-10-15T21:00:00+02:00,760,"Closest HUB - AGORA learning center (for bread only) or Hoveniersdreef 33, 3001 Heverlee. If there is excess food let the other members on Facebook know.  Do not forget to bring your own bags for the pickup.  Usually, two persons are enough to carry all the food, however, sometimes it is too much - in this case, please ask for help on the Facebook group and we will help you out :D",TRUE,2,2022-11-14T20:00:00+01:00
