,activity_id,date_start,date_end,placeid,description,is_done,max_participants,feedback_due
0,481609,2024-11-16T18:25:00+01:00,2024-11-16T18:55:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,3,2024-12-16T18:55:00+01:00
1,481581,2024-11-16T17:55:00+01:00,2024-11-16T18:25:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-16T18:25:00+01:00
2,481330,2024-11-15T20:15:00+01:00,2024-11-15T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-12-15T20:45:00+01:00
3,479076,2024-11-15T19:55:00+01:00,2024-11-15T20:25:00+01:00,2766,"- Closest HUB - AGORA learning centre (for bread only). If there is a lot of fresh food try to redistribute it in the facebook and whatsapp.  - Do not forget to bring your own bags for the pickup. - If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. - Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,1,2024-12-15T20:25:00+01:00
4,479019,2024-11-15T19:00:00+01:00,2024-11-15T19:30:00+01:00,2642,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only)  Don't forget to bring your own bags.  In case of too much food to carry, please ask for additional help via WhatsApp group. Excess must be dropped at the hub.  However, most of food is packaged. So, if it is too much, it can be collected in next pick up.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before first pickup)",TRUE,3,2024-12-15T19:30:00+01:00
5,481249,2024-11-15T18:25:00+01:00,2024-11-15T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,6,2024-12-15T18:55:00+01:00
6,480970,2024-11-14T20:15:00+01:00,2024-11-14T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-12-14T20:45:00+01:00
7,478711,2024-11-14T19:55:00+01:00,2024-11-14T20:25:00+01:00,2766,"- Closest HUB - AGORA learning centre (for bread only). If there is a lot of fresh food try to redistribute it in the facebook and whatsapp.  - Do not forget to bring your own bags for the pickup. - If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. - Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,1,2024-12-14T20:25:00+01:00
8,480876,2024-11-14T18:25:00+01:00,2024-11-14T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-14T18:55:00+01:00
9,480174,2024-11-12T18:25:00+01:00,2024-11-12T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-12T18:55:00+01:00
10,479892,2024-11-11T19:50:00+01:00,2024-11-11T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-11T20:20:00+01:00
11,479512,2024-11-10T12:25:00+01:00,2024-11-10T12:55:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-12-10T12:55:00+01:00
12,477129,2024-11-09T18:55:00+01:00,2024-11-09T19:25:00+01:00,2766,"Meeting point: Outside the shop Closest HUB - AGORA learning centre (for bread only) Wait outside the shop for other volunteers. Do not forget to bring your own bags for the pickup. If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-12-09T19:25:00+01:00
13,479365,2024-11-09T17:55:00+01:00,2024-11-09T18:25:00+01:00,858,Meeting point: Outside the shop   Closest HUB: Hub Agora.   Wait outside the shop for other volunteers to join. You will be let in once the shop is closed for customers.  Do not forget to bring your own bags for the pickup.   It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).,TRUE,5,2024-12-09T18:25:00+01:00
14,476820,2024-11-08T19:55:00+01:00,2024-11-08T20:25:00+01:00,2766,"- Closest HUB - AGORA learning centre (for bread only). If there is a lot of fresh food try to redistribute it in the facebook and whatsapp.  - Do not forget to bring your own bags for the pickup. - If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. - Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,1,2024-12-08T20:25:00+01:00
15,479092,2024-11-08T19:50:00+01:00,2024-11-08T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-08T20:20:00+01:00
16,476764,2024-11-08T19:00:00+01:00,2024-11-08T19:30:00+01:00,2642,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only)  Don't forget to bring your own bags.  In case of too much food to carry, please ask for additional help via WhatsApp group. Excess must be dropped at the hub.  However, most of food is packaged. So, if it is too much, it can be collected in next pick up.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before first pickup)",TRUE,3,2024-12-08T19:30:00+01:00
17,479036,2024-11-08T18:25:00+01:00,2024-11-08T18:55:00+01:00,858,Meeting point: Outside the shop   Closest HUB: Hub Agora  Wait outside the shop for other volunteers to join. You will be let in once the shop is closed for customers.  Do not forget to bring your own bags for the pickup.   It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).,TRUE,6,2024-12-08T18:55:00+01:00
18,478749,2024-11-07T20:15:00+01:00,2024-11-07T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-12-07T20:45:00+01:00
19,478725,2024-11-07T19:50:00+01:00,2024-11-07T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-07T20:20:00+01:00
20,478675,2024-11-07T18:25:00+01:00,2024-11-07T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-07T18:55:00+01:00
21,478384,2024-11-06T19:50:00+01:00,2024-11-06T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-06T20:20:00+01:00
22,478336,2024-11-06T18:25:00+01:00,2024-11-06T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-06T18:55:00+01:00
23,478058,2024-11-05T20:15:00+01:00,2024-11-05T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-12-05T20:45:00+01:00
24,478028,2024-11-05T19:50:00+01:00,2024-11-05T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-05T20:20:00+01:00
25,477974,2024-11-05T18:25:00+01:00,2024-11-05T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-05T18:55:00+01:00
26,477726,2024-11-04T20:15:00+01:00,2024-11-04T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-12-04T20:45:00+01:00
27,477700,2024-11-04T19:50:00+01:00,2024-11-04T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-04T20:20:00+01:00
28,477664,2024-11-04T18:25:00+01:00,2024-11-04T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-12-04T18:55:00+01:00
29,477246,2024-11-03T12:25:00+01:00,2024-11-03T12:55:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-12-03T12:55:00+01:00
30,477184,2024-11-02T20:15:00+01:00,2024-11-02T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-12-02T20:45:00+01:00
31,477132,2024-11-02T18:25:00+01:00,2024-11-02T18:55:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,3,2024-12-02T18:55:00+01:00
32,477109,2024-11-02T17:55:00+01:00,2024-11-02T18:25:00+01:00,858,Meeting point: Outside the shop   Closest HUB: Hub Agora.   Wait outside the shop for other volunteers to join. You will be let in once the shop is closed for customers.  Do not forget to bring your own bags for the pickup.   It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).,TRUE,5,2024-12-02T18:25:00+01:00
33,476836,2024-11-01T19:50:00+01:00,2024-11-01T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-12-01T20:20:00+01:00
34,474564,2024-11-01T19:00:00+01:00,2024-11-01T19:30:00+01:00,2642,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only)  Don't forget to bring your own bags.  In case of too much food to carry, please ask for additional help via WhatsApp group. Excess must be dropped at the hub.  However, most of food is packaged. So, if it is too much, it can be collected in next pick up.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before first pickup)",TRUE,3,2024-12-01T19:30:00+01:00
35,476495,2024-10-31T20:15:00+01:00,2024-10-31T20:45:00+01:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-11-30T20:45:00+01:00
36,476475,2024-10-31T20:00:00+01:00,2024-10-31T20:30:00+01:00,843,"Meeting point: Outside the shop   Closest HUB: AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other of the food (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-11-30T20:30:00+01:00
37,474253,2024-10-31T19:55:00+01:00,2024-10-31T20:25:00+01:00,2766,"- Closest HUB - AGORA learning centre (for bread only). If there is a lot of fresh food try to redistribute it in the facebook and whatsapp.  - Do not forget to bring your own bags for the pickup. - If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. - Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,1,2024-11-30T20:25:00+01:00
38,476422,2024-10-31T18:25:00+01:00,2024-10-31T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-11-30T18:55:00+01:00
39,476093,2024-10-30T18:25:00+01:00,2024-10-30T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-11-29T18:55:00+01:00
40,475733,2024-10-29T18:25:00+01:00,2024-10-29T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-11-28T18:55:00+01:00
41,473228,2024-10-28T19:55:00+01:00,2024-10-28T20:25:00+01:00,2766,"- Closest HUB - AGORA learning centre (for bread only). If there is a lot of fresh food try to redistribute it in the facebook and whatsapp.  - Do not forget to bring your own bags for the pickup. - If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. - Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,1,2024-11-27T20:25:00+01:00
42,475434,2024-10-28T19:50:00+01:00,2024-10-28T20:20:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-11-27T20:20:00+01:00
43,475396,2024-10-28T18:25:00+01:00,2024-10-28T18:55:00+01:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-11-27T18:55:00+01:00
44,475046,2024-10-27T12:25:00+01:00,2024-10-27T12:55:00+01:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-11-26T12:55:00+01:00
45,472696,2024-10-26T18:55:00+02:00,2024-10-26T19:25:00+02:00,2766,"Meeting point: Outside the shop Closest HUB - AGORA learning centre (for bread only) Wait outside the shop for other volunteers. Do not forget to bring your own bags for the pickup. If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-11-25T18:25:00+01:00
46,474909,2024-10-26T17:55:00+02:00,2024-10-26T18:25:00+02:00,858,Meeting point: Outside the shop   Closest HUB: Hub Agora.   Wait outside the shop for other volunteers to join. You will be let in once the shop is closed for customers.  Do not forget to bring your own bags for the pickup.   It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).,TRUE,5,2024-11-25T17:25:00+01:00
47,474636,2024-10-25T19:50:00+02:00,2024-10-25T20:20:00+02:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-11-24T19:20:00+01:00
48,472324,2024-10-25T19:00:00+02:00,2024-10-25T19:30:00+02:00,2642,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only)  Don't forget to bring your own bags.  In case of too much food to carry, please ask for additional help via WhatsApp group. Excess must be dropped at the hub.  However, most of food is packaged. So, if it is too much, it can be collected in next pick up.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before first pickup)",TRUE,3,2024-11-24T18:30:00+01:00
49,474581,2024-10-25T18:25:00+02:00,2024-10-25T18:55:00+02:00,858,Meeting point: Outside the shop   Closest HUB: Hub Agora  Wait outside the shop for other volunteers to join. You will be let in once the shop is closed for customers.  Do not forget to bring your own bags for the pickup.   It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).,TRUE,6,2024-11-24T17:55:00+01:00
50,474267,2024-10-24T19:50:00+02:00,2024-10-24T20:20:00+02:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-11-23T19:20:00+01:00
51,474218,2024-10-24T18:25:00+02:00,2024-10-24T18:55:00+02:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-11-23T17:55:00+01:00
52,473887,2024-10-23T18:25:00+02:00,2024-10-23T18:55:00+02:00,858,"Meeting point: just inside the shop (read full info by clicking on the shop's name above!)  ⌚ You _can not_ enter after closing time, so be on time!   Closest HUB: Hub Agora  Do not forget to bring your own bags.  It can be a lot so bring enough bags! the entire quantity has to be picked up. The excess can be dropped at hubs  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,5,2024-11-22T17:55:00+01:00
53,470988,2024-10-21T19:55:00+02:00,2024-10-21T20:25:00+02:00,2766,"- Closest HUB - AGORA learning centre (for bread only). If there is a lot of fresh food try to redistribute it in the facebook and whatsapp.  - Do not forget to bring your own bags for the pickup. - If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. - Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,1,2024-11-20T19:25:00+01:00
54,473241,2024-10-21T19:50:00+02:00,2024-10-21T20:20:00+02:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.  Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup).",TRUE,3,2024-11-20T19:20:00+01:00
55,472848,2024-10-20T12:25:00+02:00,2024-10-20T12:55:00+02:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-11-19T11:55:00+01:00
56,472750,2024-10-19T20:15:00+02:00,2024-10-19T20:45:00+02:00,760,"Meeting point: Outside the shop   Closest HUB - AGORA learning centre (for bread only) or Hal5.  Do not forget to bring your own bags for the pickup.  In case there is too much food to carry, please ask for additional help on the WhatsApp group. The entire quantity has to be picked up. The excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform other members about the food. (Read the detailed description of the pickup before your first pickup).",TRUE,2,2024-11-18T19:45:00+01:00
57,470480,2024-10-19T18:55:00+02:00,2024-10-19T19:25:00+02:00,2766,"Meeting point: Outside the shop Closest HUB - AGORA learning centre (for bread only) Wait outside the shop for other volunteers. Do not forget to bring your own bags for the pickup. If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub. Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,2,2024-11-18T18:25:00+01:00
58,472699,2024-10-19T18:25:00+02:00,2024-10-19T18:55:00+02:00,854,"Meeting point: Outside the shop  Closest HUB - AGORA learning centre (for bread only) or Hal5.   Wait outside the shop for other volunteers.  Do not forget to bring your own bags for the pickup.  If it's too much to carry, please ask for additional help via the Whatsapp group. The entire quantity has to be picked up. Excess must be dropped at the hub.  Post a picture of the hub on FB/ig to inform others of the food (Read the detailed description of the pickup before your first pickup)",TRUE,3,2024-11-18T17:55:00+01:00
