,userid,activity_id,join_date
148,2834,474267,2024-10-19T14:08:40.038798Z
149,9936,474267,2024-10-23T21:41:00.031532Z
150,15907,474218,2024-10-21T13:23:23.925235Z
151,9936,474218,2024-10-23T21:41:30.520250Z
152,13155,473887,2024-10-18T20:13:45.759211Z
153,6108,473887,2024-10-23T07:05:51.355993Z
154,16248,473887,2024-10-23T07:05:59.911142Z
155,17541,470988,2024-10-17T16:33:33.683854Z
156,12871,473241,2024-10-15T06:19:58.261007Z
157,16248,473241,2024-10-15T06:20:14.058108Z
158,6108,473241,2024-10-15T06:20:28.687926Z
159,12899,472848,2024-10-13T11:01:07.682604Z
160,17541,472848,2024-10-14T16:00:51.841565Z
161,17541,472750,2024-10-17T18:06:25.376847Z
162,4456,470480,2024-10-17T18:03:34.719208Z
163,2834,470480,2024-10-19T01:08:18.585522Z
164,2834,472699,2024-10-16T19:02:47.814212Z
165,10990,472699,2024-10-19T08:34:01.954237Z
166,15907,472675,2024-10-14T14:14:24.763555Z
167,6719,472675,2024-10-15T08:59:45.561409Z
168,17368,472675,2024-10-17T20:16:18.426977Z
169,17933,472675,2024-10-19T15:24:48.961571Z
170,13155,470169,2024-10-04T18:01:11.071211Z
171,17529,472395,2024-10-11T21:16:42.619434Z
172,12899,472395,2024-10-15T11:36:45.068540Z
173,4456,472395,2024-10-16T21:08:40.612466Z
174,2834,470114,2024-10-04T17:06:48.758791Z
175,12899,470114,2024-10-04T17:08:11.281218Z
176,17529,470114,2024-10-18T14:54:49.361616Z
177,13155,472033,2024-10-11T17:43:24.189291Z
178,17541,472033,2024-10-12T06:54:04.069984Z
179,4456,472033,2024-10-16T21:07:49.864267Z
180,6108,471985,2024-10-16T17:01:44.638491Z
181,16248,471985,2024-10-16T17:02:01.592433Z
182,12857,471985,2024-10-17T14:43:35.989192Z
183,17933,471985,2024-10-17T15:46:18.947587Z
184,17541,471385,2024-10-15T16:21:01.076035Z
185,2834,469117,2024-10-01T18:05:20.645202Z
186,6108,471353,2024-10-15T13:14:28.441115Z
187,12871,471353,2024-10-15T13:14:34.144670Z
188,16248,471353,2024-10-15T13:16:01.328588Z
189,17541,468778,2024-09-30T18:00:37.282494Z
190,14081,470533,2024-10-06T00:51:03.214568Z
191,17541,470533,2024-10-08T12:42:13.859975Z
192,2789,468263,2024-09-29T06:17:09.340991Z
193,2834,468263,2024-10-12T16:42:52.209967Z
194,14081,470211,2024-10-06T00:51:16.718048Z
195,12899,467879,2024-09-27T17:26:07.058437Z
196,2834,467879,2024-09-28T03:16:18.814219Z
197,13155,467573,2024-09-26T18:04:51.169021Z
198,17541,469823,2024-10-05T17:01:20.375117Z
199,16248,469823,2024-10-08T13:52:27.629004Z
200,6108,469823,2024-10-08T15:08:38.500850Z
201,12871,469494,2024-10-07T17:07:27.336447Z
202,6108,469494,2024-10-07T17:07:30.740324Z
203,9936,469494,2024-10-08T18:13:50.057621Z
204,2834,466883,2024-09-24T18:15:26.029568Z
205,17541,469130,2024-10-02T15:53:54.795448Z
206,12826,469130,2024-10-06T09:53:18.636878Z
207,3109,469130,2024-10-07T09:40:39.586486Z
208,13155,468791,2024-09-30T18:25:58.415242Z
209,11233,468791,2024-10-01T09:30:28.652317Z
210,16998,468791,2024-10-07T06:12:25.242014Z
211,12899,466035,2024-09-21T17:25:39.310023Z
212,16010,466035,2024-09-21T17:59:00.679708Z
213,12899,465666,2024-09-20T17:05:01.106554Z
214,13489,465666,2024-09-20T17:14:08.928357Z
215,13155,465666,2024-09-20T18:01:16.618321Z
216,12871,467586,2024-09-30T06:07:22.719904Z
217,6108,467586,2024-09-30T06:07:57.680138Z
218,16248,467586,2024-10-01T16:59:54.518891Z
219,2834,466896,2024-09-24T18:16:36.677929Z
220,11233,466896,2024-09-24T20:05:27.047413Z
221,16602,466896,2024-10-01T11:05:56.955158Z
222,16214,466839,2024-09-30T19:33:58.921913Z
223,6108,466839,2024-09-30T19:34:23.438553Z
224,16248,466839,2024-09-30T19:34:30.811180Z
225,17933,466839,2024-10-01T13:53:22.249031Z
226,13155,466558,2024-09-23T18:02:52.574745Z
227,11233,466558,2024-09-24T20:05:15.567705Z
228,2916,466087,2024-09-27T14:44:00.021040Z
229,16010,463777,2024-09-14T18:07:11.214410Z
230,15919,463777,2024-09-28T06:59:42.345689Z
231,2789,466013,2024-09-25T05:37:01.356128Z
232,15907,466013,2024-09-25T08:08:31.133580Z
233,13155,466013,2024-09-28T05:42:38.555118Z
234,12871,465737,2024-09-21T06:55:26.059100Z
235,6108,465737,2024-09-21T06:55:26.307595Z
236,16248,465737,2024-09-21T06:59:15.511374Z
237,2751,464994,2024-09-25T17:59:46.498649Z
238,2751,464991,2024-09-20T11:45:22.729593Z
239,17529,464991,2024-09-23T08:47:23.623797Z
240,16602,464991,2024-09-24T18:54:19.421677Z
241,12857,464946,2024-09-23T07:00:38.012416Z
242,15562,464946,2024-09-23T15:20:54.044428Z
243,15907,464946,2024-09-24T23:19:17.703865Z
244,13155,462069,2024-09-09T18:00:33.410356Z
245,16248,464298,2024-09-17T16:09:25.703786Z
246,6108,464298,2024-09-17T16:09:34.288712Z
247,12871,464298,2024-09-17T16:09:52.462999Z
248,13489,461532,2024-09-07T22:51:04.275375Z
249,16010,461532,2024-09-21T12:24:06.591687Z
250,16010,463138,2024-09-18T20:21:04.502008Z
251,16010,462814,2024-09-17T18:22:28.002569Z
252,2751,462786,2024-09-11T21:24:18.031528Z
253,3109,462786,2024-09-17T19:43:40.588778Z
254,16010,460124,2024-09-03T19:17:02.207534Z
255,13155,462082,2024-09-09T18:01:17.762310Z
256,13489,462082,2024-09-16T13:41:55.249963Z
257,12899,462082,2024-09-16T14:20:42.722781Z
258,6108,461662,2024-09-09T03:34:08.838207Z
259,16248,461662,2024-09-09T03:36:09.330381Z
260,6108,461213,2024-09-06T18:17:04.303375Z
261,12871,461213,2024-09-06T18:17:45.576532Z
262,16248,461213,2024-09-06T18:19:15.069486Z
263,16010,458718,2024-08-30T18:29:49.994592Z
264,15907,458718,2024-08-30T18:53:05.864061Z
265,16010,460881,2024-09-10T09:19:10.811992Z
266,12878,460881,2024-09-11T14:39:37.007508Z
267,4456,460810,2024-09-12T08:46:37.482423Z
268,9936,460810,2024-09-12T10:13:25.093086Z
269,16661,460810,2024-09-12T15:56:32.553372Z
270,13155,460810,2024-09-12T16:01:40.919585Z
271,13155,458053,2024-08-28T18:01:31.380284Z
272,16010,456842,2024-08-24T18:29:29.741811Z
273,12899,456842,2024-09-03T09:11:29.480080Z
274,13489,456475,2024-08-23T17:25:18.712440Z
275,16010,456475,2024-08-23T18:33:04.691147Z
276,3368,456475,2024-09-06T13:31:24.294203Z
277,2751,458735,2024-09-01T16:53:07.736964Z
278,15907,458735,2024-09-05T17:12:54.966546Z
279,3109,458735,2024-09-05T21:19:37.090333Z
280,3368,458735,2024-09-06T13:44:57.648934Z
281,13155,458434,2024-09-05T18:06:40.502021Z
282,13155,456176,2024-08-22T19:52:07.067163Z
283,12899,458407,2024-09-05T15:42:59.460470Z
284,16399,458407,2024-09-05T17:18:19.696143Z
285,15907,458360,2024-08-29T19:35:18.642387Z
286,11009,458360,2024-09-05T14:55:55.971442Z
287,15283,458360,2024-09-05T15:31:25.398691Z
288,2751,458360,2024-09-05T16:15:51.577815Z
289,16010,457742,2024-08-30T18:30:51.920743Z
290,3109,457742,2024-09-03T17:44:11.910534Z
291,2834,457403,2024-08-26T20:59:30.469466Z
292,16010,457403,2024-08-26T21:14:17.286044Z
293,4456,456895,2024-08-30T19:13:45.129257Z
294,13155,454660,2024-08-17T17:00:33.380312Z
295,16338,454660,2024-08-17T17:19:17.836895Z
296,2834,454345,2024-08-19T22:12:37.393045Z
297,11009,456492,2024-08-26T06:58:35.048742Z
298,2751,456492,2024-08-27T05:13:30.714378Z
299,16338,456492,2024-08-30T06:02:35.990293Z
300,15907,456492,2024-08-30T15:57:03.155422Z
301,16010,453273,2024-08-13T18:24:28.822041Z
302,16338,452068,2024-08-09T17:18:01.120441Z
303,13489,452068,2024-08-09T19:28:31.729636Z
304,16010,452068,2024-08-09T19:48:10.543984Z
305,13155,454024,2024-08-19T20:50:11.301668Z
306,3109,454024,2024-08-20T16:32:34.519059Z
307,17541,452980,2024-08-14T12:20:25.001928Z
308,14081,452980,2024-08-19T15:37:05.966459Z
309,13155,452951,2024-08-12T19:10:32.529745Z
310,16248,452951,2024-08-12T19:28:20.623820Z
311,6108,452951,2024-08-13T07:30:16.880238Z
312,2834,450196,2024-08-03T17:16:26.807167Z
313,16010,450196,2024-08-13T09:58:39.602945Z
314,16010,449783,2024-08-02T22:16:21.372238Z
315,15760,449783,2024-08-03T06:54:37.198363Z
316,16338,449783,2024-08-13T19:42:46.963079Z
317,16010,450758,2024-08-05T19:06:14.913054Z
318,16602,450758,2024-08-11T11:43:29.520954Z
319,13155,448402,2024-07-29T18:00:35.248791Z
320,14529,449502,2024-08-04T12:03:25.593210Z
321,16399,449502,2024-08-08T16:47:10.315741Z
322,16010,449161,2024-07-31T21:36:21.592342Z
323,17541,449161,2024-08-01T17:28:09.035763Z
324,16010,448442,2024-07-29T19:30:31.543371Z
325,3109,448442,2024-08-01T20:40:44.560679Z
326,16465,448017,2024-07-28T11:00:36.771287Z
327,16010,448017,2024-07-28T14:44:08.299954Z
328,13155,445594,2024-07-20T17:00:32.457002Z
329,16338,445594,2024-07-20T17:00:34.746182Z
330,15760,445206,2024-07-20T07:46:36.121889Z
331,15907,445206,2024-07-20T15:56:33.884277Z
332,2834,445206,2024-08-01T15:30:08.607927Z
333,2834,444774,2024-07-18T15:54:10.585033Z
334,16010,444774,2024-07-30T10:04:10.053419Z
335,15952,444774,2024-07-31T19:43:02.719231Z
336,16602,446893,2024-07-27T16:45:17.448502Z
337,16010,446893,2024-07-29T19:29:18.801215Z
338,16010,446161,2024-07-25T22:27:57.050962Z
339,16010,445649,2024-07-26T15:45:51.571755Z
340,17853,445649,2024-07-27T08:58:17.419379Z
341,15952,443342,2024-07-13T18:30:18.994221Z
342,2755,443342,2024-07-13T19:19:40.689605Z
343,16010,445597,2024-07-26T09:51:47.842889Z
344,2834,443024,2024-07-13T14:52:57.591447Z
345,14081,444923,2024-07-25T07:20:30.634112Z
346,17853,444871,2024-07-24T18:23:10.126195Z
347,15874,444871,2024-07-25T05:53:22.656347Z
348,4456,444871,2024-07-25T10:59:52.541532Z
349,15952,442485,2024-07-12T18:31:45.661851Z
350,15799,442485,2024-07-24T15:30:09.440341Z
351,15644,442485,2024-07-25T06:39:07.032602Z
352,13155,444541,2024-07-17T18:50:40.143803Z
353,15952,444541,2024-07-19T11:29:51.474756Z
354,13071,444541,2024-07-19T16:19:58.108748Z
355,15986,444541,2024-07-19T17:05:16.218550Z
356,10315,444541,2024-07-23T16:51:38.885148Z
357,2834,441907,2024-07-09T21:43:42.709607Z
358,13155,443468,2024-07-14T11:27:27.795688Z
359,16998,443468,2024-07-15T18:31:58.614078Z
360,2834,441053,2024-07-06T17:06:34.834027Z
361,2834,440677,2024-07-05T17:23:26.673645Z
362,14981,440677,2024-07-07T12:19:22.575278Z
363,13489,440677,2024-07-09T11:42:29.219890Z
364,2834,440235,2024-07-04T19:23:05.047986Z
365,14981,440235,2024-07-07T12:18:23.002155Z
366,16858,440235,2024-07-10T15:17:18.446525Z
367,15952,440033,2024-07-03T18:18:52.401309Z
368,12857,442250,2024-07-12T12:36:03.857703Z
369,13155,442250,2024-07-13T20:07:05.097941Z
370,15874,442250,2024-07-17T07:10:07.815026Z
371,16998,442250,2024-07-17T10:32:51.794854Z
372,13155,439192,2024-07-01T18:03:27.606467Z
373,2834,438308,2024-06-28T17:08:04.355250Z
374,16338,438308,2024-06-28T17:12:14.864992Z
375,15907,438308,2024-06-28T18:51:13.267076Z
376,6108,440332,2024-07-07T13:11:54.830133Z
377,16248,440332,2024-07-07T13:11:57.586068Z
378,2834,437868,2024-06-27T15:00:41.683728Z
379,7929,437868,2024-06-27T17:24:30.847286Z
380,12799,437868,2024-06-28T19:16:25.424647Z
381,13155,436943,2024-06-25T12:40:32.500969Z
382,16010,438738,2024-07-01T08:56:23.666082Z
383,2834,436405,2024-06-22T17:05:05.793152Z
384,15952,436405,2024-07-06T16:34:19.960211Z
385,16248,438380,2024-07-02T06:16:50.022809Z
386,6108,438380,2024-07-02T06:17:01.818957Z
387,12871,438380,2024-07-05T11:33:27.968959Z
388,2834,436027,2024-06-21T17:00:40.902984Z
389,13489,436027,2024-06-22T15:20:19.134018Z
390,15919,436027,2024-07-05T10:43:14.765731Z
391,15907,438325,2024-06-28T18:57:19.433350Z
392,15952,438325,2024-06-30T15:36:15.171398Z
393,12836,438325,2024-07-02T10:50:22.799586Z
394,11009,438325,2024-07-03T06:21:01.914154Z
395,15874,438325,2024-07-04T06:13:00.792490Z
396,9936,438325,2024-07-04T11:54:16.519896Z
397,16010,438041,2024-06-27T20:01:58.311456Z
398,16602,438041,2024-07-02T09:42:22.910974Z
399,15755,437965,2024-07-03T12:57:49.574132Z
400,6719,437965,2024-07-03T14:21:13.178003Z
401,16248,437965,2024-07-03T15:26:18.697272Z
402,6108,437965,2024-07-03T15:26:41.109806Z
403,16010,437708,2024-07-01T23:56:48.484458Z
404,15907,437632,2024-06-28T18:53:50.520597Z
405,17368,437632,2024-07-01T05:55:09.654162Z
406,12836,437632,2024-07-02T10:48:23.923138Z
407,6108,437243,2024-07-01T20:41:47.265789Z
408,16248,437243,2024-07-01T20:41:47.762576Z
409,16010,436983,2024-06-25T09:05:54.984806Z
410,2755,436983,2024-06-26T10:39:05.707562Z
411,12871,436955,2024-06-24T18:03:53.467727Z
412,6108,436955,2024-06-24T18:04:01.559458Z
413,16248,436955,2024-06-24T18:04:11.144898Z
414,15907,436915,2024-06-26T23:25:06.567697Z
415,15799,436915,2024-06-30T07:54:39.977470Z
416,4456,436915,2024-06-30T08:07:30.934155Z
417,15874,436915,2024-06-30T09:02:31.071164Z
418,15283,436915,2024-06-30T13:10:18.559613Z
419,16998,436532,2024-06-23T13:06:31.572402Z
420,16465,436532,2024-06-24T20:05:37.714168Z
421,2789,436409,2024-06-24T06:47:34.272927Z
422,16010,436409,2024-06-25T09:06:21.173286Z
423,3109,436409,2024-06-25T20:12:21.977105Z
424,16338,433807,2024-06-14T17:01:54.634640Z
425,16010,433807,2024-06-19T19:11:15.146177Z
426,2789,433807,2024-06-25T18:39:49.086287Z
427,16215,436043,2024-06-28T06:00:42.446758Z
428,15562,436043,2024-06-28T11:08:18.497664Z
429,13489,436043,2024-06-28T11:49:21.218821Z
430,2834,436043,2024-06-28T16:20:59.045012Z
431,16602,435686,2024-06-26T09:40:10.967456Z
432,13155,435686,2024-06-27T09:39:11.674528Z
433,11009,435686,2024-06-27T16:06:21.501548Z
434,2789,433373,2024-06-13T15:10:06.469507Z
435,2834,433373,2024-06-13T15:15:49.257218Z
436,14981,433373,2024-06-27T14:31:36.041384Z
437,13155,433169,2024-06-12T18:03:22.236488Z
438,16010,434734,2024-06-17T19:09:24.339385Z
439,13155,434706,2024-06-17T19:11:51.283598Z
440,15952,434706,2024-06-18T04:07:52.149254Z
441,14560,434666,2024-06-18T11:05:54.590751Z
442,3109,434666,2024-06-21T13:44:36.511940Z
443,4456,434666,2024-06-22T09:31:28.960757Z
444,10315,434666,2024-06-24T09:15:38.785553Z
445,2834,431890,2024-06-08T17:00:31.323612Z
446,15952,431890,2024-06-08T17:00:31.659699Z
447,2759,434188,2024-06-17T20:32:08.705310Z
448,13489,434188,2024-06-19T12:47:49.520452Z
449,2834,431501,2024-06-07T17:06:59.299230Z
450,2789,431501,2024-06-07T17:08:07.866303Z
451,16010,431501,2024-06-07T18:09:32.818656Z
452,14081,433521,2024-06-20T17:15:06.113238Z
453,2759,433211,2024-06-13T11:59:37.417944Z
454,2755,433211,2024-06-14T18:02:24.412835Z
455,14081,432460,2024-06-10T19:07:31.174146Z
456,16010,432460,2024-06-10T19:07:46.757107Z
457,13155,432432,2024-06-10T19:16:06.216580Z
458,14081,432432,2024-06-10T19:53:36.703306Z
459,16998,432432,2024-06-11T04:54:59.020389Z
460,17541,432018,2024-06-09T11:15:51.996744Z
461,6108,432018,2024-06-09T12:24:25.438060Z
462,13155,431947,2024-06-08T20:50:41.796470Z
463,12878,431947,2024-06-08T22:46:04.246675Z
464,16338,429530,2024-06-01T17:00:27.262707Z
465,2834,429530,2024-06-01T17:02:53.505959Z
466,2834,429157,2024-05-31T17:01:14.497606Z
467,16338,429157,2024-05-31T17:09:47.733640Z
468,15952,429157,2024-05-31T18:09:57.750540Z
469,12960,431516,2024-06-12T15:57:36.180925Z
470,12836,431516,2024-06-13T07:37:30.969353Z
471,15343,431516,2024-06-13T11:48:25.891001Z
472,11009,431516,2024-06-14T15:41:56.435943Z
473,15907,431516,2024-06-14T16:22:54.871712Z
474,16010,428704,2024-05-30T17:54:39.748470Z
475,2789,428704,2024-05-30T18:09:48.532624Z
476,16998,428704,2024-06-13T14:41:37.152918Z
477,2759,430800,2024-06-11T18:59:20.468062Z
478,15907,430800,2024-06-12T12:16:25.068482Z
479,16465,430479,2024-06-06T19:30:24.056998Z
480,7929,430479,2024-06-07T20:59:19.555885Z
481,2759,430479,2024-06-11T09:48:16.483493Z
482,16010,430148,2024-06-06T22:57:08.499075Z
483,13155,430119,2024-06-03T18:00:29.534584Z
484,15952,430119,2024-06-03T18:00:30.997687Z
485,16215,430119,2024-06-05T13:50:43.222574Z
486,6108,429664,2024-06-02T11:00:25.515118Z
487,16248,429664,2024-06-02T11:00:26.314942Z
488,9015,427307,2024-05-25T17:00:28.057964Z
489,13155,427307,2024-05-25T17:01:05.682862Z
490,16998,429227,2024-05-31T18:01:06.278938Z
491,17541,429227,2024-06-02T11:54:41.624418Z
492,17853,429227,2024-06-07T14:27:35.004654Z
493,9015,426925,2024-05-24T17:00:57.333939Z
494,2789,426925,2024-05-24T17:16:13.493549Z
495,2834,426925,2024-05-24T17:28:04.412643Z
496,2834,426490,2024-05-23T15:26:08.775379Z
497,3368,426490,2024-05-23T16:29:23.722300Z
498,15952,426490,2024-05-30T03:05:20.677055Z
499,14081,428520,2024-05-31T04:01:47.737087Z
500,2789,426287,2024-05-22T18:06:23.968703Z
501,2751,428517,2024-05-30T05:05:18.193936Z
502,16010,428517,2024-05-30T19:46:53.087736Z
503,16998,428517,2024-06-03T20:21:28.102397Z
504,12899,425924,2024-06-03T09:22:10.437539Z
505,15907,427783,2024-05-27T17:19:58.314034Z
506,13155,427783,2024-05-28T06:13:44.623874Z
507,15986,427783,2024-06-01T09:02:45.930942Z
508,13071,427783,2024-06-01T09:03:08.953747Z
509,15874,427783,2024-06-03T05:56:51.742422Z
510,12899,427432,2024-05-26T14:10:00.037654Z
511,16248,427432,2024-06-01T10:04:24.865037Z
512,2834,425073,2024-06-01T09:20:50.056506Z
513,15952,425073,2024-06-01T15:33:49.274377Z
514,16010,426994,2024-05-25T18:00:03.336141Z
515,9015,426994,2024-05-26T15:05:00.943964Z
516,2751,426994,2024-05-31T16:41:37.287091Z
517,12899,426941,2024-05-26T14:11:10.795555Z
518,15907,426941,2024-05-31T00:09:01.911593Z
519,14240,426941,2024-05-31T10:26:52.000743Z
520,15799,426941,2024-05-31T10:52:45.517287Z
521,15760,426941,2024-05-31T15:56:24.980562Z
522,2834,426941,2024-05-31T16:10:54.079363Z
523,14081,426657,2024-05-23T22:55:45.019467Z
524,14081,426635,2024-05-23T22:55:41.670648Z
525,12878,426632,2024-05-24T15:49:54.448442Z
526,17541,426632,2024-05-24T16:39:04.334455Z
527,16465,426632,2024-05-28T17:58:12.572215Z
528,9015,424209,2024-05-17T10:14:34.704159Z
529,15952,424209,2024-05-28T17:55:37.434222Z
530,3368,426326,2024-05-23T16:34:08.747906Z
531,12960,426326,2024-05-29T16:10:16.590240Z
532,3368,426298,2024-05-23T16:30:40.273454Z
533,9015,426298,2024-05-23T17:05:38.085016Z
534,12899,426298,2024-05-26T14:07:46.596072Z
535,16338,425933,2024-05-21T18:53:48.855653Z
