,userid,activity_id,join_date
536,14529,425933,2024-05-23T08:01:11.398687Z
537,9015,425933,2024-05-28T15:10:40.567836Z
538,13155,425882,2024-05-21T18:42:35.952347Z
539,10315,425882,2024-05-26T12:43:59.837046Z
540,13489,425882,2024-05-27T14:03:44.070029Z
541,14081,423312,2024-05-15T17:54:49.640213Z
542,6108,425591,2024-05-20T18:01:16.973273Z
543,12871,425591,2024-05-20T18:01:17.484143Z
544,15489,425591,2024-05-20T18:01:23.071109Z
545,15907,425554,2024-05-22T13:12:56.850048Z
546,7929,425554,2024-05-24T17:17:49.850836Z
547,6719,425554,2024-05-25T17:37:07.506595Z
548,16602,425554,2024-05-27T12:31:05.367916Z
549,15402,425554,2024-05-27T14:47:08.632602Z
550,16465,425195,2024-05-19T11:01:13.253729Z
551,13155,425195,2024-05-26T06:35:59.495778Z
552,15952,422792,2024-05-11T17:21:30.840682Z
553,16215,422792,2024-05-11T18:59:57.663376Z
554,16010,425076,2024-05-19T10:26:36.617133Z
555,12899,425076,2024-05-21T20:57:55.927685Z
556,2751,425076,2024-05-22T13:42:37.172198Z
557,2789,425054,2024-05-19T10:40:59.515743Z
558,11136,425054,2024-05-19T20:09:10.100265Z
559,12899,425054,2024-05-21T20:57:44.479469Z
560,16338,425054,2024-05-23T12:09:41.879455Z
561,14230,425054,2024-05-25T09:40:45.944649Z
562,2834,422467,2024-05-10T18:19:02.326520Z
563,16248,424724,2024-05-18T08:03:08.798885Z
564,12871,424724,2024-05-18T08:03:12.534829Z
565,6108,424724,2024-05-18T08:03:20.896355Z
566,2834,422412,2024-05-10T17:05:37.559333Z
567,9015,422412,2024-05-11T14:21:51.200326Z
568,12799,422412,2024-05-11T16:00:26.970151Z
569,3368,424356,2024-05-23T15:03:58.494328Z
570,14081,422088,2024-05-09T18:01:18.129963Z
571,2834,421958,2024-05-09T15:01:28.876868Z
572,17541,421958,2024-05-09T18:31:14.880304Z
573,16215,421958,2024-05-22T10:02:38.353637Z
574,14081,424046,2024-05-15T21:37:27.786177Z
575,14081,424021,2024-05-18T16:32:56.164734Z
576,13155,421703,2024-05-08T18:01:15.265088Z
577,7929,424018,2024-05-18T09:33:04.311143Z
578,17773,424018,2024-05-19T16:58:26.798706Z
579,16998,424018,2024-05-21T08:07:36.901203Z
580,15952,423662,2024-05-15T18:05:12.965761Z
581,13155,423662,2024-05-15T18:30:45.900024Z
582,16145,423662,2024-05-16T14:05:23.429977Z
583,15907,423610,2024-05-14T23:24:51.412089Z
584,16215,423610,2024-05-15T17:19:28.115345Z
585,2789,423610,2024-05-17T19:59:17.993626Z
586,16602,423610,2024-05-20T11:35:16.973204Z
587,14081,423349,2024-05-13T20:25:43.943411Z
588,2755,423349,2024-05-15T12:32:34.081034Z
589,6108,423322,2024-05-13T18:01:18.099178Z
590,16248,423322,2024-05-13T18:01:20.791511Z
591,15489,423322,2024-05-20T08:50:05.526727Z
592,13155,422849,2024-05-11T19:11:11.685881Z
593,14081,422849,2024-05-11T23:56:37.564005Z
594,17852,420442,2024-05-04T17:01:14.481294Z
595,2789,420442,2024-05-04T20:06:52.878350Z
596,2789,422508,2024-05-11T21:25:07.877498Z
597,16465,419640,2024-05-02T15:12:44.664804Z
598,2834,419640,2024-05-03T08:55:29.115372Z
599,3365,419640,2024-05-16T14:09:15.427987Z
600,15952,419437,2024-05-08T10:25:07.032698Z
601,14742,421714,2024-05-10T16:27:57.415456Z
602,16248,421714,2024-05-14T06:19:08.461465Z
603,6108,421714,2024-05-14T06:19:27.154343Z
604,15952,421350,2024-05-08T08:00:04.540082Z
605,14742,421350,2024-05-10T16:27:42.794796Z
606,16145,421350,2024-05-13T10:49:00.044103Z
607,14081,418733,2024-04-29T18:01:16.695542Z
608,16602,420983,2024-05-07T11:31:06.086514Z
609,2834,420983,2024-05-07T22:39:12.197336Z
610,14742,420983,2024-05-10T16:26:50.584213Z
611,14081,420560,2024-05-05T11:15:14.379440Z
612,13155,420560,2024-05-07T20:29:54.881735Z
613,13155,418192,2024-04-27T17:08:59.724591Z
614,2834,418192,2024-04-27T21:37:01.170286Z
615,14081,420172,2024-05-04T08:10:52.223817Z
616,12878,420172,2024-05-06T01:30:33.344302Z
617,9936,420144,2024-05-10T11:11:20.936093Z
618,14981,420144,2024-05-10T15:24:21.709687Z
619,7929,417824,2024-04-26T17:10:38.967330Z
620,2834,417824,2024-04-26T17:11:18.566524Z
621,14981,417824,2024-04-29T13:30:08.274920Z
622,15129,420092,2024-05-06T16:41:25.967103Z
623,11009,420092,2024-05-09T06:32:52.856406Z
624,15562,420092,2024-05-10T11:09:44.108926Z
625,15283,420092,2024-05-10T16:04:14.545916Z
626,6108,419789,2024-05-02T18:18:05.590572Z
627,16248,419789,2024-05-02T18:19:09.986003Z
628,12871,419789,2024-05-09T08:55:45.711362Z
629,12871,419449,2024-05-07T16:48:28.620095Z
630,6108,419449,2024-05-07T16:48:31.423557Z
631,16248,419449,2024-05-07T16:48:31.899882Z
632,2755,416810,2024-04-23T18:01:19.709030Z
633,13155,419102,2024-04-30T18:03:40.233173Z
634,16338,419102,2024-05-02T06:17:13.447718Z
635,17541,419102,2024-05-02T12:55:44.557120Z
636,2834,416479,2024-05-06T11:49:03.850388Z
637,13155,418707,2024-04-29T19:18:50.717847Z
638,17773,418707,2024-05-04T14:59:27.839754Z
639,2616,418707,2024-05-04T15:10:43.359257Z
640,10315,418707,2024-05-05T17:38:20.474475Z
641,15874,418707,2024-05-06T06:00:40.745427Z
642,2755,418314,2024-04-28T11:01:44.196395Z
643,16465,418314,2024-04-29T20:51:32.188830Z
644,17541,418195,2024-04-28T09:04:31.125626Z
645,2789,418195,2024-05-03T19:18:54.058848Z
646,14081,417919,2024-04-27T01:08:40.287771Z
647,2755,417919,2024-04-27T06:44:48.244080Z
648,16998,417891,2024-04-27T06:38:46.661066Z
649,13521,417891,2024-04-29T09:06:26.557940Z
650,15907,415601,2024-04-19T17:27:41.026986Z
651,2789,415601,2024-04-20T13:51:29.655967Z
652,16338,415601,2024-04-26T06:01:24.134562Z
653,6719,417840,2024-04-27T10:15:00.916027Z
654,14230,417840,2024-04-30T09:49:01.218643Z
655,16248,417840,2024-05-03T14:03:09.398539Z
656,6108,417840,2024-05-03T14:03:33.505343Z
657,2616,417471,2024-05-01T08:36:35.538371Z
658,10315,417471,2024-05-01T10:58:21.988453Z
659,6108,417471,2024-05-02T08:46:35.531778Z
660,16248,417471,2024-05-02T08:47:00.108463Z
661,16465,415133,2024-04-18T15:33:45.868068Z
662,13155,415133,2024-04-18T16:31:53.172509Z
663,2834,415133,2024-04-18T20:39:38.641510Z
664,14081,417208,2024-04-24T22:57:37.877733Z
665,17541,417208,2024-04-25T11:29:59.321651Z
666,6108,417180,2024-04-24T18:04:01.978814Z
667,2616,417180,2024-04-28T12:04:54.531412Z
668,16248,417180,2024-04-30T10:41:06.592908Z
669,14081,416854,2024-04-24T13:06:07.763010Z
670,2755,416854,2024-04-30T14:33:52.934861Z
671,14529,416517,2024-04-23T18:58:38.021265Z
672,2834,416517,2024-04-28T19:51:40.901983Z
673,14081,414201,2024-04-15T18:01:18.330222Z
674,13155,416490,2024-04-22T18:01:38.704675Z
675,16465,416490,2024-04-22T18:22:21.334283Z
676,15952,416490,2024-04-22T18:23:15.015740Z
677,6108,416098,2024-04-21T11:01:13.519317Z
678,16248,416098,2024-04-21T11:01:16.558271Z
679,11136,415954,2024-04-21T10:58:02.419656Z
680,11009,415954,2024-04-23T21:19:41.495548Z
681,9936,415954,2024-04-24T20:13:43.281663Z
682,2616,415954,2024-04-25T15:18:10.689974Z
683,12799,415954,2024-04-27T06:22:30.446056Z
684,14081,415698,2024-04-19T19:18:48.389816Z
685,16280,415698,2024-04-25T22:35:07.770433Z
686,13155,413382,2024-04-21T10:11:11.968879Z
687,2834,413327,2024-04-12T17:43:42.266420Z
688,16998,413327,2024-04-24T07:27:42.951384Z
689,7929,413327,2024-04-26T11:01:35.684714Z
690,14081,415299,2024-04-18T19:14:11.903510Z
691,2755,415299,2024-04-24T17:05:36.795841Z
692,16280,415277,2024-04-22T10:43:53.604016Z
693,16998,412898,2024-04-11T17:21:54.232342Z
694,2834,412898,2024-04-21T10:31:25.424361Z
695,13521,412699,2024-04-15T07:47:51.360605Z
696,9015,414921,2024-04-21T17:18:24.061165Z
697,13555,414921,2024-04-22T07:31:18.066414Z
698,15952,412325,2024-04-18T05:05:49.278497Z
699,2751,414553,2024-04-17T08:57:42.935537Z
700,14230,414553,2024-04-21T10:16:47.505804Z
701,3109,414553,2024-04-23T08:02:27.926954Z
702,6719,412175,2024-04-09T12:34:24.967706Z
703,14464,412175,2024-04-09T12:57:34.187044Z
704,2834,412175,2024-04-10T07:19:22.483793Z
705,11233,412175,2024-04-10T13:35:52.634191Z
706,13071,412175,2024-04-17T06:08:49.046083Z
707,14981,412175,2024-04-17T21:18:18.193442Z
708,14230,412175,2024-04-21T10:16:21.150285Z
709,13555,412175,2024-04-22T07:29:53.781540Z
710,15986,412175,2024-04-23T15:03:58.585980Z
711,12836,411991,2024-04-21T20:38:01.501650Z
712,16465,414212,2024-04-15T18:10:08.088479Z
713,16145,414212,2024-04-15T18:35:29.905777Z
714,15952,414212,2024-04-15T18:37:05.138320Z
715,12836,414175,2024-04-15T19:06:10.298575Z
716,10315,414175,2024-04-19T16:45:37.720237Z
717,16602,414175,2024-04-22T07:15:27.794457Z
718,14230,414175,2024-04-22T11:32:32.624612Z
719,16465,413804,2024-04-14T11:01:14.707499Z
720,2834,413804,2024-04-16T19:40:14.711005Z
721,12836,413691,2024-04-15T19:01:45.324874Z
722,16465,413691,2024-04-16T14:08:50.904532Z
723,14529,413691,2024-04-16T17:14:26.410335Z
724,11136,413670,2024-04-14T21:53:09.069959Z
725,15907,413670,2024-04-15T17:32:14.153880Z
726,12836,413670,2024-04-15T19:01:41.024762Z
727,13071,413670,2024-04-17T06:12:47.845909Z
728,2834,413670,2024-04-17T18:14:28.406986Z
729,13521,413396,2024-04-15T07:51:37.893831Z
730,11233,413396,2024-04-19T11:54:19.282737Z
731,16280,413396,2024-04-19T12:25:46.243407Z
732,15760,411141,2024-04-12T12:29:40.467173Z
733,2834,411141,2024-04-18T20:38:31.698494Z
734,15548,411141,2024-04-19T11:24:18.404282Z
735,14529,413040,2024-04-15T07:39:47.130385Z
736,13521,413040,2024-04-15T07:48:43.480568Z
737,14560,412991,2024-04-12T07:47:18.383929Z
738,16280,412991,2024-04-17T13:12:19.637141Z
739,15562,412991,2024-04-18T08:02:29.361386Z
740,9936,412991,2024-04-18T15:11:57.464904Z
741,16465,410721,2024-04-04T15:16:12.256440Z
742,15907,410721,2024-04-04T15:21:04.654418Z
743,13155,410721,2024-04-12T19:38:08.063613Z
744,14081,412739,2024-04-10T22:59:37.653351Z
745,2755,412739,2024-04-12T13:03:49.515418Z
746,2834,412711,2024-04-14T13:38:04.187067Z
747,16602,412711,2024-04-15T12:10:06.049981Z
748,15548,412711,2024-04-17T08:13:35.749623Z
749,14081,412369,2024-04-09T19:09:54.966632Z
750,13155,410171,2024-04-02T18:01:19.514458Z
751,16145,412284,2024-04-11T19:33:05.683224Z
752,2616,412284,2024-04-13T06:47:55.785749Z
753,15952,412284,2024-04-14T17:42:24.299923Z
754,12857,412284,2024-04-16T09:32:00.151939Z
755,14081,409840,2024-04-01T18:09:04.389224Z
756,16465,412002,2024-04-10T17:59:33.506260Z
757,13155,412002,2024-04-14T19:31:26.729421Z
758,15952,412002,2024-04-14T20:18:45.278747Z
759,16465,411624,2024-04-12T19:31:16.370445Z
760,6108,411624,2024-04-13T05:21:44.728248Z
761,13155,411552,2024-04-06T19:01:53.935863Z
762,14081,411552,2024-04-06T22:29:55.874916Z
763,2755,409031,2024-03-29T19:01:27.245764Z
764,11233,411210,2024-04-10T13:24:47.383806Z
765,16248,411210,2024-04-11T09:54:32.529474Z
766,6108,411210,2024-04-11T09:54:33.896951Z
767,16998,408976,2024-03-29T18:05:55.158184Z
768,2834,408976,2024-03-29T18:35:53.941125Z
769,13521,408976,2024-04-12T07:28:04.552910Z
770,2755,410884,2024-04-04T21:27:29.100031Z
771,14081,410884,2024-04-05T00:18:10.107222Z
772,2834,410858,2024-04-10T07:20:51.855698Z
773,16280,410858,2024-04-10T16:38:51.273085Z
774,16465,410858,2024-04-11T15:20:25.626187Z
775,16602,410565,2024-04-03T21:31:08.578407Z
776,2755,410565,2024-04-10T13:41:01.895220Z
777,13155,410482,2024-04-04T09:10:36.933968Z
778,6108,410482,2024-04-09T12:02:12.756720Z
779,16248,410482,2024-04-09T12:02:15.722006Z
780,2616,410482,2024-04-10T08:40:58.862213Z
781,17368,410482,2024-04-10T09:45:02.232680Z
782,16465,407963,2024-03-28T21:19:24.948238Z
783,16602,410182,2024-04-03T08:29:31.344811Z
784,17645,410182,2024-04-07T08:02:04.204801Z
785,16280,410182,2024-04-08T20:24:19.290668Z
786,15907,410130,2024-04-03T06:42:50.500923Z
787,2616,410130,2024-04-09T06:05:12.028331Z
788,14981,410130,2024-04-09T14:08:36.941264Z
789,13155,409851,2024-04-01T18:01:22.666941Z
790,16248,409851,2024-04-01T18:23:24.670458Z
791,6108,409851,2024-04-01T18:24:51.757116Z
792,16248,409459,2024-03-31T11:15:13.627024Z
793,16465,409459,2024-03-31T17:36:04.402571Z
794,2755,409075,2024-03-29T20:11:26.160177Z
795,14081,409075,2024-03-29T20:25:43.602746Z
796,16465,409045,2024-03-31T09:23:34.860576Z
797,2616,409045,2024-04-04T10:29:02.041242Z
798,6108,409045,2024-04-05T12:47:29.325312Z
799,2751,408990,2024-03-31T19:37:26.530058Z
800,9936,408990,2024-04-04T15:53:22.378380Z
801,14240,408990,2024-04-04T16:17:57.431700Z
802,14230,408990,2024-04-04T19:11:58.424862Z
803,15562,408990,2024-04-05T14:47:31.932837Z
804,11136,408990,2024-04-05T16:03:03.556339Z
805,14081,408718,2024-03-28T21:12:23.622074Z
806,2755,408718,2024-03-29T05:51:26.766703Z
807,13155,406320,2024-03-21T19:01:11.611738Z
808,6108,408694,2024-03-29T18:15:13.135118Z
809,16248,408694,2024-03-31T05:57:16.329323Z
810,12871,408694,2024-03-31T07:00:37.405271Z
811,16465,406193,2024-03-21T16:11:48.665693Z
812,13155,406193,2024-03-21T16:12:38.196233Z
813,2755,406193,2024-03-21T17:25:40.297571Z
814,14081,408394,2024-03-27T20:08:57.349332Z
815,2755,408394,2024-03-27T23:09:17.931532Z
816,6108,408290,2024-03-28T06:56:49.446109Z
817,16248,408290,2024-03-28T06:56:50.963035Z
818,12871,408290,2024-03-28T08:55:51.176243Z
819,15755,408290,2024-04-01T14:39:34.934696Z
820,3109,408290,2024-04-03T09:05:53.219182Z
821,2755,408007,2024-03-26T20:04:38.362800Z
822,14081,408007,2024-03-26T20:39:57.394657Z
823,16215,407974,2024-03-26T19:02:36.373090Z
824,2834,407974,2024-03-29T19:15:55.711972Z
825,14081,407647,2024-03-25T20:10:31.604769Z
826,2755,407647,2024-03-26T08:22:43.734324Z
827,6108,407621,2024-03-25T19:00:46.491923Z
828,16248,407621,2024-03-25T19:00:48.681710Z
829,12871,407621,2024-03-28T08:49:48.425866Z
830,13155,402739,2024-03-10T11:50:35.233545Z
831,6108,402739,2024-03-10T11:55:10.846169Z
832,16465,402739,2024-03-10T11:55:51.534744Z
833,16248,402739,2024-03-28T08:52:26.907906Z
834,6108,407105,2024-03-24T12:00:44.864604Z
835,2755,407105,2024-03-29T16:10:57.230179Z
836,14081,407032,2024-03-23T20:29:46.517983Z
837,2755,407032,2024-03-23T22:12:33.135446Z
838,12871,404821,2024-03-16T18:00:43.508989Z
839,16248,404821,2024-03-16T18:00:44.927780Z
840,6719,408479,2024-03-28T10:00:15.374908Z
841,6108,408479,2024-03-28T10:34:49.247449Z
842,16248,408479,2024-03-28T10:34:59.972384Z
843,2834,408479,2024-03-29T17:33:00.704878Z
844,14081,406708,2024-03-22T20:22:42.898251Z
845,2755,406708,2024-03-23T14:46:39.124411Z
846,14081,404502,2024-03-26T08:12:02.727142Z
847,16248,406683,2024-03-22T19:01:07.973657Z
848,6108,406683,2024-03-22T19:01:22.362143Z
849,12871,406683,2024-03-28T09:07:52.823599Z
850,16998,404446,2024-03-15T18:21:42.259120Z
851,2755,404446,2024-03-15T19:10:54.417329Z
852,14981,404446,2024-03-27T07:18:36.826003Z
853,15907,406627,2024-03-25T19:36:46.231976Z
854,3898,406627,2024-03-27T15:34:45.663749Z
855,11009,406627,2024-03-28T19:03:59.150288Z
856,17368,406627,2024-03-29T11:00:46.362973Z
857,14230,406627,2024-03-29T11:44:15.628664Z
858,15907,402738,2024-03-10T23:06:42.689952Z
859,2755,402738,2024-03-11T06:27:39.269728Z
860,15283,402738,2024-03-24T07:18:55.540970Z
861,14230,402738,2024-03-29T05:31:10.701946Z
862,14081,406356,2024-03-21T20:11:49.268617Z
863,2755,406356,2024-03-21T20:32:02.614280Z
864,13155,404143,2024-03-14T19:01:20.140066Z
865,16465,404005,2024-03-14T16:10:18.118705Z
866,15874,404005,2024-03-24T12:48:18.624411Z
867,12857,404005,2024-03-25T10:30:10.771712Z
868,2755,406045,2024-03-21T14:36:32.698122Z
869,17541,406045,2024-03-26T13:55:57.663906Z
870,2834,405964,2024-03-20T20:21:30.055374Z
871,16602,405964,2024-03-24T08:46:00.625076Z
872,10315,405964,2024-03-24T11:35:34.023517Z
873,12857,405964,2024-03-25T09:33:47.569543Z
874,17923,405964,2024-03-26T08:56:54.874740Z
875,2755,405689,2024-03-19T22:47:31.759411Z
876,14081,405689,2024-03-20T00:06:55.882659Z
877,14081,405349,2024-03-18T20:20:49.853526Z
878,2755,405349,2024-03-19T11:43:14.703173Z
879,13155,405322,2024-03-18T19:00:44.413240Z
880,16248,405322,2024-03-18T19:00:53.553302Z
881,6108,405322,2024-03-18T19:01:32.257582Z
882,2755,402729,2024-03-10T11:00:47.417384Z
883,16215,402729,2024-03-19T19:55:08.552909Z
884,2755,404824,2024-03-17T20:03:12.381458Z
885,2751,404824,2024-03-18T17:28:10.872299Z
886,16215,404824,2024-03-19T07:02:28.600827Z
887,15907,404805,2024-03-16T20:08:27.151494Z
888,11136,404805,2024-03-18T21:11:53.429375Z
889,17368,404805,2024-03-19T12:02:21.467913Z
890,16465,404805,2024-03-20T10:15:58.033164Z
891,15710,404805,2024-03-23T15:30:31.211793Z
892,14081,404541,2024-03-15T20:01:01.821312Z
893,2755,404541,2024-03-16T10:18:11.437262Z
894,2755,402727,2024-03-10T11:00:41.034102Z
895,15689,404516,2024-03-15T19:00:48.778364Z
896,16248,404516,2024-03-15T19:00:50.617490Z
897,12871,404516,2024-03-15T19:00:59.564600Z
898,17541,402735,2024-03-10T11:30:08.910313Z
899,15874,402735,2024-03-11T07:14:21.760632Z
900,2755,402735,2024-03-12T11:55:19.858025Z
901,6693,404460,2024-03-16T07:22:46.962334Z
902,6719,404460,2024-03-17T11:24:25.357734Z
903,14464,404460,2024-03-22T11:16:26.993328Z
904,11136,404460,2024-03-22T16:44:56.710999Z
905,14081,404179,2024-03-14T20:11:58.595331Z
906,2755,404179,2024-03-14T22:11:49.712492Z
907,2755,404158,2024-03-18T17:20:00.464145Z
908,2755,404155,2024-03-16T15:11:25.628313Z
909,17645,404155,2024-03-17T12:43:31.910294Z
910,9936,404100,2024-03-18T23:46:45.087499Z
911,6748,404100,2024-03-19T22:24:17.867213Z
912,11009,404100,2024-03-20T08:31:23.760341Z
913,14981,404100,2024-03-20T21:56:51.819553Z
914,17852,404100,2024-03-21T17:08:52.416156Z
915,16465,401837,2024-03-07T16:12:24.373879Z
916,13155,401837,2024-03-07T16:17:00.811964Z
917,14981,401837,2024-03-20T21:55:19.727878Z
918,13155,402724,2024-03-16T19:58:53.871082Z
919,14081,403158,2024-03-12T17:32:32.132357Z
920,15710,403158,2024-03-18T17:21:53.235005Z
921,2755,402723,2024-03-10T11:00:04.709386Z
922,13155,403130,2024-03-11T19:01:40.525381Z
923,16248,403130,2024-03-11T19:10:31.162616Z
924,6108,403130,2024-03-12T07:08:57.206753Z
925,13155,402668,2024-03-09T20:03:05.379012Z
926,14081,402668,2024-03-09T21:30:14.916233Z
927,3365,402622,2024-03-11T10:45:12.103193Z
928,16248,402326,2024-03-08T19:00:50.375421Z
929,6108,402326,2024-03-08T19:00:50.787596Z
930,12871,402326,2024-03-08T19:01:31.085660Z
931,7968,402273,2024-03-11T06:51:05.782356Z
932,15562,402273,2024-03-13T16:44:05.356666Z
933,11596,402273,2024-03-14T16:26:55.037622Z
934,16232,402273,2024-03-15T09:33:29.136676Z
935,16602,402273,2024-03-15T10:28:45.040296Z
936,15710,402273,2024-03-15T14:01:39.057864Z
937,14081,402001,2024-03-08T11:44:46.073988Z
938,2755,402001,2024-03-08T14:09:17.413035Z
939,2755,402721,2024-03-10T10:59:04.633210Z
940,16232,401661,2024-03-12T09:59:21.872277Z
941,14529,401347,2024-03-06T16:39:11.107498Z
942,15710,401347,2024-03-12T17:37:04.950325Z
943,2755,402719,2024-03-10T11:01:48.594420Z
944,12871,402718,2024-03-10T10:11:14.624493Z
945,13155,400964,2024-03-04T19:29:42.123169Z
946,16248,400964,2024-03-10T20:11:25.392744Z
947,6108,400964,2024-03-11T06:59:22.697480Z
948,12871,400554,2024-03-03T12:00:41.350695Z
949,15689,400554,2024-03-03T12:00:43.084230Z
950,16248,400554,2024-03-03T12:00:44.743014Z
951,17368,400439,2024-03-04T08:28:58.108742Z
952,14529,400439,2024-03-06T16:39:49.656878Z
953,2755,400439,2024-03-06T17:44:14.657731Z
954,14529,400163,2024-03-01T22:07:12.736295Z
955,14081,400163,2024-03-01T22:11:27.627567Z
956,15689,400138,2024-03-01T19:00:55.415433Z
957,16248,400138,2024-03-01T19:01:00.233625Z
958,12871,400138,2024-03-01T19:02:10.685223Z
959,12960,402147,2024-03-08T13:48:00.149361Z
960,3109,402147,2024-03-08T13:49:23.884182Z
961,14230,402147,2024-03-08T14:18:53.549403Z
962,2755,402147,2024-03-08T16:31:47.990507Z
963,15129,400085,2024-03-02T09:39:17.495324Z
964,17368,400085,2024-03-04T08:29:54.757839Z
965,12960,400085,2024-03-06T21:05:08.770506Z
966,3109,400085,2024-03-07T10:50:43.720038Z
967,2751,400085,2024-03-08T12:47:10.986289Z
968,9936,400085,2024-03-08T16:56:22.897358Z
969,15830,399762,2024-03-07T15:49:34.233165Z
970,6108,399759,2024-03-06T13:22:01.937480Z
971,16248,399759,2024-03-06T13:22:08.203921Z
972,15689,399759,2024-03-07T10:01:38.506890Z
973,14981,399707,2024-03-01T09:29:23.037443Z
974,11009,399707,2024-03-01T19:37:06.668619Z
975,15907,399707,2024-03-04T18:29:35.161967Z
976,10315,399707,2024-03-05T18:38:42.655447Z
977,13197,399707,2024-03-05T18:45:57.733217Z
978,13155,399611,2024-02-29T16:53:50.629853Z
979,16465,399611,2024-02-29T17:52:10.381854Z
980,17529,399611,2024-03-07T11:07:23.089157Z
981,2755,399430,2024-02-28T20:53:40.202348Z
982,2755,399403,2024-02-28T20:53:51.984356Z
983,14230,399403,2024-03-01T05:31:01.500099Z
984,14529,399001,2024-02-28T21:34:51.584145Z
985,9936,399001,2024-02-29T17:30:23.882785Z
986,15710,399001,2024-03-05T17:37:01.289453Z
987,13155,398642,2024-02-26T19:04:08.919345Z
988,13555,398642,2024-03-02T14:42:27.345410Z
989,15548,398642,2024-03-03T16:46:30.776820Z
990,13155,398092,2024-02-24T20:02:29.894274Z
991,14529,398092,2024-03-02T16:05:37.934032Z
992,2755,396979,2024-02-27T21:10:43.720469Z
993,11912,396979,2024-02-28T16:02:45.998386Z
994,13155,396197,2024-02-21T18:39:40.448065Z
995,16602,396197,2024-02-22T11:39:21.154988Z
996,11178,396197,2024-02-25T08:11:39.841229Z
997,13197,396197,2024-02-25T14:45:05.544826Z
998,17773,396197,2024-02-25T19:05:59.637820Z
999,13155,395724,2024-02-17T20:02:56.400250Z
1000,14081,395724,2024-02-17T20:09:48.332953Z
1001,11136,395652,2024-02-18T08:35:59.544216Z
1002,11596,395652,2024-02-19T10:35:27.229253Z
1003,15548,395652,2024-02-19T17:12:31.775489Z
1004,16661,395652,2024-02-20T15:48:30.016563Z
1005,15710,395652,2024-02-21T16:46:49.681660Z
1006,2755,395371,2024-02-16T21:06:06.603426Z
1007,14081,395371,2024-02-17T19:58:19.482852Z
1008,6108,395345,2024-02-16T19:01:29.213682Z
1009,16248,395345,2024-02-16T19:01:34.241879Z
1010,12871,395345,2024-02-16T19:03:41.320129Z
1011,16998,395284,2024-02-16T18:46:24.448207Z
1012,16145,395284,2024-02-20T11:57:20.718267Z
1013,15952,395284,2024-02-20T11:58:25.012668Z
1014,16858,395284,2024-02-20T17:18:01.506596Z
1015,15959,395284,2024-02-21T00:01:53.400515Z
1016,3109,394986,2024-02-17T10:02:17.725958Z
1017,16998,394986,2024-02-22T19:00:18.222780Z
1018,9936,394963,2024-02-22T11:08:41.200624Z
1019,18026,394963,2024-02-22T12:20:33.408194Z
1020,3109,394960,2024-02-17T10:00:55.979929Z
1021,16998,394960,2024-02-17T18:33:24.519024Z
1022,10315,394540,2024-02-15T00:30:01.540873Z
1023,2834,394540,2024-02-15T16:13:05.254733Z
1024,12960,394540,2024-02-17T23:46:21.357029Z
1025,15564,394540,2024-02-19T00:43:38.129381Z
1026,15402,394540,2024-02-19T16:46:24.452238Z
1027,13155,394147,2024-02-13T18:32:11.522212Z
1028,15874,394147,2024-02-15T19:38:12.641687Z
1029,14081,394147,2024-02-17T19:57:40.693904Z
1030,15689,393399,2024-02-11T12:01:15.389131Z
1031,16248,393399,2024-02-11T12:01:18.783124Z
1032,12871,393399,2024-02-11T12:01:55.586151Z
1033,13155,393316,2024-02-10T20:07:56.445094Z
1034,14081,393316,2024-02-13T17:33:56.822768Z
1035,17541,393265,2024-02-14T19:31:23.502119Z
1036,15489,393265,2024-02-14T21:25:29.065155Z
1037,12871,392939,2024-02-09T19:01:20.208706Z
1038,16248,392939,2024-02-09T19:01:22.096657Z
1039,6108,392939,2024-02-09T19:01:23.623752Z
1040,6712,392939,2024-02-09T22:16:50.997548Z
1041,11009,392878,2024-02-10T05:34:55.161473Z
1042,13071,392878,2024-02-11T18:53:19.722851Z
1043,15986,392878,2024-02-12T08:20:46.845530Z
1044,16998,392878,2024-02-13T10:52:03.846839Z
1045,3109,392878,2024-02-15T20:02:04.527314Z
1046,14230,392878,2024-02-15T20:22:26.273177Z
1047,15874,392570,2024-02-11T20:33:55.809045Z
1048,2755,392570,2024-02-15T15:28:40.045252Z
1049,2755,392549,2024-02-15T15:28:22.584560Z
1050,14529,392546,2024-02-08T19:31:26.104049Z
1051,2751,392546,2024-02-09T06:48:04.763529Z
1052,6712,392546,2024-02-11T12:02:00.708537Z
1053,12871,392197,2024-02-08T11:59:57.327928Z
1054,6108,392197,2024-02-08T12:00:18.094308Z
1055,16248,392197,2024-02-08T12:00:27.451969Z
1056,15689,392197,2024-02-08T12:02:40.512311Z
1057,16278,392143,2024-02-07T19:36:43.043644Z
1058,9936,392143,2024-02-08T05:51:51.779534Z
1059,15907,392143,2024-02-08T12:32:28.810003Z
1060,2834,392143,2024-02-11T13:24:03.372730Z
1061,16998,392143,2024-02-14T16:21:06.198150Z
1062,14529,391841,2024-02-08T19:30:59.324923Z
1063,16280,391841,2024-02-09T16:44:24.915742Z
1064,15689,391749,2024-02-12T07:26:39.740116Z
1065,6108,391749,2024-02-12T07:28:03.125287Z
1066,12871,391749,2024-02-12T07:28:25.478571Z
1067,16248,391749,2024-02-12T07:28:54.936976Z
1068,16945,391749,2024-02-12T07:29:10.446549Z
1069,14529,391424,2024-02-05T21:28:47.219604Z
1070,14230,391396,2024-02-06T14:31:29.305389Z
