,activity_id,join_date,userid,weight,feedback
411,402718,2024-03-13T13:48:07.996821Z,12871,0.0,
412,400964,2024-03-11T20:25:24.278648Z,13155,12.0,"several pack of meat 
 grapes 
 vegetables 
 a lot of pastry 
 bread"
413,400554,2024-03-10T17:43:08.863788Z,16248,1.5,"1 small bread loaf 
 1 yoghurt"
414,400439,2024-03-10T16:11:39.255146Z,2755,0.0,bread
415,400163,2024-03-08T19:48:10.725595Z,14529,1.0,"just a bowl of pasta 
 some pastries"
416,400138,2024-03-09T07:35:46.763051Z,16248,0.0,
417,402147,2024-03-09T12:41:43.012307Z,3109,4.5,"the woman in the shop gave us 2 boxes with frozen frood 
 3 items from the fridge 
 was surprised to notice that some of the food that had expired 1 
 it's a pity because frozen food expires as well 
 frozen calamari 3 or 4 packages 
 samosas vegetetable 
 chicken 
 coconut rice balls 
 tofu 
 noodles 
 curry paste 
 potato leaves 
 carrots 
 broccoli 
 as well as 3 packages of pork intestines"
418,402147,2024-03-09T14:49:58.384094Z,2755,0.0,"alot of frozen foods 
 calamari 
 tofu 
 curry paste 
 soup 
 frozen meat 
 noodles"
419,400085,2024-03-09T12:31:29.618590Z,3109,3.5,bread only
420,399762,2024-03-07T20:32:34.235240Z,15830,0.0,
421,399759,2024-03-09T07:35:24.036511Z,16248,6.4,
422,399707,2024-03-24T07:20:33.592397Z,11009,0.0,
423,399611,2024-03-07T19:08:20.780332Z,13155,6.0,"2 pax of mushroom 
 1 pax of big green chilli 
 4 brocolli 
 celery"
424,399430,2024-03-09T14:46:27.343039Z,2755,0.0,"pasta salad 
 croissants 
 two curry kip baguettes"
425,399403,2024-03-09T14:42:40.581533Z,2755,0.0,
426,399001,2024-03-13T15:24:12.331889Z,15710,0.0,
427,398642,2024-03-04T19:41:41.203610Z,13155,8.0,"3 pax of meat 
 fruit watermelon 
 2 pax of sliced onion 
 yoghurt 
 2 pax of vegetables 
 2 pax of pizza dough 
 some bread 
 2 bags of pastry"
428,398092,2024-03-02T20:04:57.063478Z,13155,4.0,"quite a lot of food 
 2 pax of rice with sweet sour scampi 
 3 pizza 
 2 pax of cooked pasta 
 4 pax vegetables/salad 
 a bag of milk bread"
429,396979,2024-02-29T10:18:18.513214Z,11912,0.0,only one piece of bread
430,396979,2024-03-06T19:58:34.215218Z,2755,0.0,
431,396197,2024-02-26T19:07:38.250345Z,13155,20.0,"some breads 
 italian chicken pasta 
 dessert 
 2 pax vegetables"
432,395724,2024-02-24T20:03:34.528611Z,13155,1.0,"2 box of potato salad 
 2 pax of vegetables 
 1 bag of pastry"
433,395652,2024-03-13T15:23:20.704704Z,15710,10.0,
434,395371,2024-02-23T20:05:19.422836Z,14081,1.5,"sliced bread 
 a box of cooked pasta"
435,395345,2024-02-23T20:23:02.054472Z,16248,3.2,
436,395284,2024-02-23T18:35:51.368490Z,15959,70.0,it was a lot of breads to pick up
437,395284,2024-02-23T18:51:16.296109Z,15952,15.0,"lots of bread 
 some vegetables 
 cheese 
 chocolate mouse"
438,394986,2024-03-09T12:25:02.179919Z,3109,0.5,"potato salad 
 lettuce"
439,394963,2024-02-22T19:18:06.865353Z,9936,0.0,
440,394960,2024-03-09T12:22:16.485324Z,3109,7.5,"we saved a lot of bread loafs 
 3 bread wreaths 
 1 bag of pancakes poffertjes 
 2 pomegranates 
 brought bread to the food hub at agora"
441,394540,2024-02-25T16:08:43.187296Z,2834,0.0,"mainly bread 
 some donuts"
442,394147,2024-02-20T19:13:26.678237Z,13155,2.0,not much bread to be save today
443,393399,2024-02-18T12:07:26.463592Z,16248,12.0,"lots of bread loafs 
 packs of sliced bread"
444,393316,2024-02-17T20:02:21.085655Z,13155,1.5,"2 bags of pastry 
 3 box of cooked pasta"
445,393316,2024-02-17T22:37:58.976908Z,14081,0.0,
446,393265,2024-02-19T19:14:55.726851Z,17541,0.0,
447,392939,2024-02-18T12:12:31.067442Z,16248,7.0,small white bread loafs
448,392878,2024-02-16T18:33:28.550978Z,11009,9.0,"lots of bread 
 bread rolls 
 pastries 
 brought some bread to the agora hub"
449,392878,2024-03-09T12:14:39.668523Z,3109,8.0,"it was the first timedid food saving 
 saved lots of bread 
 as well as some pastries 
 three of us went to the food hub in agora"
450,392570,2024-02-15T19:34:45.854758Z,15874,0.0,"2 salad boxes 
 à pasta box"
451,392549,2024-02-16T21:10:11.729857Z,2755,0.0,
452,392546,2024-02-15T19:32:00.626954Z,14529,5.0,"a lot of bread 
 pastries"
453,392197,2024-02-15T07:22:45.411082Z,16248,0.0,
454,392143,2024-02-15T16:10:12.870351Z,2834,0.0,"mostly bread 
 a little bit of veggies 
 1 fish 
 the extra bread was brought to agora"
455,391841,2024-02-13T20:04:35.838564Z,14529,0.0,"three salads 
 two boxes of spreadable cheese"
456,391841,2024-02-13T20:13:26.260629Z,16280,0.0,
457,391749,2024-02-14T14:44:20.334086Z,16248,43.0,"wide variety of bread 
 baguettes 
 a few pastries 
 a large amount of bread has been brought to agora wednesday round noon"
458,391424,2024-02-12T21:30:15.838127Z,14529,3.0,"bread 
 two pasta boxes"
459,391396,2024-02-13T15:27:10.692432Z,14230,3.0,
460,391396,2024-02-13T06:05:50.031331Z,16248,3.5,"for each of us one package of prepared meat 
 some pastries 
 some vegetables 
 no bread"
461,391351,2024-02-13T15:26:39.137490Z,14230,20.0,
462,390861,2024-02-10T20:11:57.454649Z,13155,2.5,"quite a lot of food 
 4 package of pasta/carbonara 
 1 pax of meat"
463,390810,2024-02-10T17:35:52.999683Z,2834,0.0,there was no food to save today
464,390497,2024-02-10T08:28:05.541396Z,16248,9.5,"8 bread loaves 
 5 small packages of sliced bread"
465,389689,2024-02-07T19:12:03.738329Z,15952,0.0,
466,389295,2024-02-08T11:39:28.613026Z,13521,30.0,"there were a few products bread salads 
 fruit 
 meat 
 but mainly enormous amounts of bread 
 barely managed to get the bread to my place 
 at least half the bread has been picked up"
467,391588,2024-02-06T19:09:08.508932Z,13155,15.0,"butmanaged to share the food with her 
 many variety of food 
 drink 
 also some spice like green curry paste 
 noodle 
 several pax of paella 
 chicken with witloff"
468,389237,2024-02-06T21:28:42.811379Z,16465,5.0,luckily there was just enough breads for 3-4 people
469,388884,2024-02-05T20:48:39.012424Z,13155,12.0,"6 pax of potato gratin 
 vegetable 
 3 tomatoes 
 chicken burger 
 a lot of pastries 
 breads"
470,388840,2024-02-06T14:32:50.043539Z,15959,70.0,
471,388840,2024-02-05T18:04:20.080457Z,15952,15.0,"pastries 
 breads 
 4 pcs of vegetables"
472,388360,2024-02-03T19:52:01.555212Z,13155,5.0,"2 pax of pasta 
 1 tonijn salad 
 1 potato salad 
 spicy spread 
 chicken wrap"
473,388308,2024-02-03T21:52:25.658614Z,14529,0.0,
474,388286,2024-02-05T14:35:41.137806Z,17853,10.0,have maybe 5 big bags bread
475,387992,2024-02-03T07:46:31.344399Z,16248,12.0,"a wide variety of meat 9 different types 
 4 pax of wok mix vegetables 
 yoghurt 
 8 pieces of frozen codfish 
 a few pastries 
 bread"
476,387930,2024-02-04T07:10:59.130889Z,11009,10.0,"no pastries 
 but a lot of bread loaves 
 yellow sticker items: two packaged breads 
 one pack of deli meat 
 three packs of chopped onions 
 i brought some bread to agora just before closing time"
477,386129,2024-02-02T08:08:06.681187Z,16248,8.0,"3 packs of mixed salad 
 some cheese 
 8 pastries 
 +/- 10 bread loafs"
478,385830,2024-01-31T19:55:02.396739Z,13155,0.0,
479,385780,2024-01-31T18:58:18.386508Z,15952,10.0,"pastries 
 bread 
 lindsay brought some of these bread to agora"
480,385780,2024-01-31T19:10:08.982013Z,2834,0.0,"dropped the extra bread at agora 
 mainly bread 
 some pastries"
481,385537,2024-01-30T19:50:37.364572Z,13155,0.5,3 baguettes
482,385456,2024-01-30T18:32:17.664634Z,13155,30.0,"around 30 pastries 
 many breads 
 also got some stuff with yellow sticker vegetable 
 fruit 
 dropped some of the food at agora"
483,385173,2024-01-30T06:19:59.827525Z,16248,2.5,"no bread 
 3 packs of salad 
 4 avocados"
484,385132,2024-01-29T18:21:01.311373Z,15959,60.0,
485,388477,2024-01-29T07:25:42.291318Z,11009,35.0,"there was a lot of stuff: many boxes of pakora mix 
 jars of curry sauces 
 pickled vegetables 
 packs of olives 
 jars of vegetables 
 spice packets"
486,384823,2024-01-28T15:57:52.960395Z,16248,2.5,
487,384760,2024-01-27T23:33:10.972278Z,14529,1.0,2 salads
488,384711,2024-01-27T17:54:37.237674Z,13155,0.0,
489,388044,2024-01-27T19:17:45.045848Z,16248,3.5,"inside the shop there were many people i guess more than 10 taking food 
 she explained that the food which could be taken was everywhere in the shop 
 saved food : many cans of oats 
 lychees 
 chedar cheese 
 spices"
490,384690,2024-01-27T17:50:42.381267Z,11009,1.0,"only 10 pastries 
 no other fresh bread 
 also got one sliced bread that expired 
 one opened pack of mango"
491,384459,2024-01-26T19:37:46.473453Z,15706,0.0,i got some small bread
492,384133,2024-01-25T20:48:14.423040Z,13155,1.0,"salad 
 1 bread loaves 
 4 pastry"
493,384062,2024-01-26T17:37:28.547805Z,11009,8.0,"~30 pastries 
 lots of bread rolls 
 lots of baguettes 
 but only one single bread 
 more yellow sticker items than usual: 4 packs of deli meats 
 2 small bottles of soup 
 chopped onions 
 around 40 packs of cheese schnitzels apparently a mistake order"
494,383790,2024-01-25T13:08:53.010159Z,16248,0.0,
495,383740,2024-01-24T19:53:05.828491Z,2834,0.0,"mainly bread some pastries 
 another bag of greens leave 
 a pack of tomatoes 
 the extra bread anoush brought to agora"
496,385361,2024-01-26T09:52:17.133145Z,12871,6.0,"a lot of noodles 
 a lot of sauces 
 some coconut milk"
497,383406,2024-01-23T18:19:11.255835Z,13155,10.0,"mainly baguette 
 small bread 
 big bread 
 also got 2 pastry 
 1 pax vegetable with yellow sticker 
 we dropped some of the bread at agora"
498,382784,2024-01-21T12:08:59.678941Z,16248,1.5,"not much today : 2 baguettes 
 3 pastries"
499,382671,2024-01-20T18:04:07.604727Z,13155,0.0,
500,384636,2024-01-20T21:29:03.437777Z,16858,8.0,"there was a lot of packaged expired food 
 some vegetables 
 fruits 
 there where very heavy stuff like soy sauce gallons 
 many oats packages"
501,384636,2024-01-20T21:36:12.365732Z,7968,0.0,"some of themdon’t think good for use past the date like dairy products 
 but flour 
 rice 
 soy sauce… they are perfectly fine 
 also got some vegetables that were about to die 
 remaining was mostly litres of soy sauce 
 packages of oats"
502,382649,2024-01-21T12:06:18.269608Z,16248,12.0,"only baguettes 
 bread rolls"
503,382406,2024-01-19T19:18:10.831697Z,17853,0.0,
504,382380,2024-01-23T11:15:36.980503Z,9015,0.0,
505,382380,2024-01-19T20:01:58.788785Z,14529,0.0,
506,382325,2024-01-21T07:19:42.302559Z,11009,3.0,"no breads left 
 but there were a few pastries 
 bread rolls 
 baguettes"
507,382325,2024-01-19T19:51:11.589962Z,11136,0.0,"but quite many baguettes 
 bread rolls"
508,382076,2024-01-18T20:47:23.496191Z,17541,0.0,
509,382051,2024-01-18T23:17:25.684878Z,16280,0.0,
510,382051,2024-01-18T19:12:23.348122Z,2834,0.0,there was not food to save
511,382048,2024-01-19T11:14:04.632623Z,16248,0.0,
512,382048,2024-01-27T22:48:05.820726Z,2755,0.0,
513,381999,2024-01-18T18:54:06.613312Z,16465,15.0,there was not much bread loafs left
514,381743,2024-01-18T10:16:25.716193Z,14529,0.0,
515,381743,2024-01-17T20:07:48.676488Z,13155,3.0,"some goat cheese 
 soup 
 8 boiled eggs 
 2 pastries 
 no bread"
516,381434,2024-01-18T14:47:05.848895Z,17541,0.3,
517,381405,2024-01-17T06:48:17.429569Z,2751,0.0,
518,381354,2024-01-17T10:20:27.785513Z,16465,10.0,there was not much breads as usual
519,381354,2024-01-16T18:25:20.499008Z,13155,7.0,"not much bread today 
 mainly small bread 
 several pastry 
 no big bread 
 hazel brought the bread to agora"
520,381354,2024-02-15T16:11:47.339847Z,2834,0.0,mostly bread for pick up
521,380580,2024-01-14T07:17:30.234987Z,11009,1.0,"not very much: no bread 
 10-20 pastries 
 yellow sticker items: two packs of herbs 
 a box of boiled eggs 
 there were two new employees who didn't know they were also entitled to pick leftovers at closing time 
 they came whilewere already busy clearing the bread - one interrupted us to take stuff"
522,380276,2024-01-12T20:09:15.600037Z,15959,60.0,
523,380006,2024-01-26T19:42:13.798666Z,3368,2.0,"some bread 
 buns 
 lettuce"
524,379986,2024-01-26T19:40:57.716536Z,3368,0.0,
525,379684,2024-01-10T19:16:43.003870Z,14529,0.0,"no food to pick-up 
 only then he told me that there was no food to pick-up from behind the closed glass door"
526,379681,2024-01-10T19:31:26.669449Z,13155,11.0,"6 pax of milk 
 vegetables 
 salami 
 bananas 
 chili 
 some small bread"
527,379293,2024-01-09T18:26:24.695414Z,13155,10.0,"bread 
 pastry"
528,379043,2024-01-26T19:40:09.639520Z,3368,15.0,"some bread 
 pastry 
 vegetables 
 meat 
 fruit"
529,379005,2024-01-26T19:38:40.759310Z,3368,15.0,"lots of bread 
 pastry some meat"
530,378565,2024-01-06T20:03:51.890539Z,11136,0.0,"there was very little bread today compared to other days 
 some pastries 
 a couple of salads"
531,377988,2024-01-04T19:22:41.275426Z,14240,0.0,"was given some beansprouts 
 a few bakery items"
532,377651,2024-01-03T20:18:18.582587Z,3313,0.0,
533,377648,2024-01-06T08:07:45.593450Z,2751,5.0,"meat pasteries 
 but no bread"
534,377598,2024-01-03T22:18:49.940393Z,11136,0.0,"there were quite a lot of pastries 
 not that much bread 
 some yogurts 
 several packets of salad mix/cut veggies"
535,377254,2024-01-02T18:17:52.280309Z,13155,12.0,"several bags of pastry 
 small breads 
 no big bread 
 several pax of vegetables 
 fruit 
 several pax dessert"
536,375895,2023-12-28T20:22:40.451617Z,13155,14.0,"desserts 
 vegetables 
 fruit 
 2 pax of chicken 
 salad 
 a lot of bread 
 pastry"
537,375846,2023-12-28T19:11:19.556521Z,15952,7.0,mostly bread
538,375596,2023-12-27T19:37:14.370755Z,3313,0.0,"some grocery items 
 lots of bread 
 pastries"
539,375541,2023-12-27T20:41:22.674733Z,2751,30.0,amazing amount of bread
540,375215,2023-12-26T18:27:11.787806Z,13155,12.0,"the amount of bread 
 pastry not as much as other days 
 also get several pax of vegetables green beans 
 salad 
 2 pax of bananas"
541,374443,2023-12-23T17:47:31.230787Z,15952,4.0,"lots of bread 
 some vegetables"
542,374193,2023-12-24T13:32:10.145782Z,12878,0.0,there was some bakery items
543,374115,2023-12-22T21:14:20.725280Z,11009,12.0,"lots of pastries 
 bread 
 baguettes"
544,373846,2023-12-21T19:05:55.427820Z,2751,1.0,"salade 
 croissants 
 cheese 
 2 hamburgers"
545,373788,2023-12-21T23:21:43.500908Z,11136,0.0,
546,373563,2023-12-22T19:57:54.242122Z,12878,0.0,received a couple of salads
547,373538,2023-12-20T19:22:04.911469Z,3313,0.0,
548,373535,2023-12-20T20:03:39.073015Z,13155,8.0,"a lot of pastry 
 vegetables 
 fruit 
 soup 
 2 pax of meat 
 some bread"
549,373238,2023-12-19T19:36:20.633874Z,13155,1.0,"2 bags of breads 
 donuts"
550,373158,2023-12-22T21:13:20.889285Z,11009,6.0,"quite some bread 
 barely any pastries 
 brought the bread to agora"
551,372906,2023-12-19T10:24:31.109449Z,17853,10.0,"everything good much bread 
 sone meat"
552,372867,2023-12-21T19:04:04.648441Z,2751,15.0,
553,372578,2023-12-18T13:15:57.432679Z,16248,9.0,"mainly bread 
 pastries 
 4 hamburgers 
 3 pork sausages"
554,372472,2023-12-17T08:28:40.742009Z,11009,0.0,
555,372444,2023-12-16T18:02:38.329468Z,13155,0.0,
556,372424,2023-12-16T22:30:07.656278Z,11136,0.0,"mainly bread 
 but also some pastries 
 vegetables 
 most of the bread was dropped off at agora"
557,372424,2023-12-17T08:28:19.611521Z,11009,15.0,"a lot of pastries 
 breads 
 baguettes 
 i delivered a lot of bread to agora overflowing the boxes there"
558,372112,2023-12-16T08:51:18.340109Z,16248,28.0,only lots of bread
559,371789,2023-12-14T18:41:07.320273Z,15959,15.0,
560,371789,2023-12-14T23:39:04.448324Z,2834,0.0,the amount of bread was too much
561,371545,2023-12-13T19:52:25.081724Z,13155,10.0,"several meal pax 
 banana 
 kefir 
 mozarella 
 bread 
 pastry"
562,371495,2023-12-13T18:28:53.512074Z,17853,4.0,
563,371175,2023-12-12T19:32:28.472609Z,13155,12.0,pastries
564,370485,2023-12-09T23:08:10.868662Z,17541,0.0,"there was quite a lot of food 
 salads 
 breads"
565,370423,2023-12-09T18:43:27.142389Z,13155,6.0,"mainly bread 
 some pastry 
 also got some fruit 
 1 spaghetti"
566,370401,2023-12-09T17:43:03.082485Z,11009,12.0,"lots of pastries 
 bread 
 bread rolls 
 baguettes"
567,370158,2023-12-08T19:20:23.437761Z,15710,0.0,
568,369839,2023-12-07T19:35:45.663545Z,2834,0.0,
569,367798,2023-12-07T19:50:48.999167Z,11009,4.0,"mostly bread 
 could take eight loaves myself 
 only got one pastry"
570,367470,2023-12-06T21:02:42.112321Z,12836,3.0,"not so much bread 
 some weird meat"
571,367120,2023-12-05T17:55:03.291139Z,12836,5.0,"lot of bread as usual 
 one green beans package"
572,367120,2023-12-09T15:43:33.762023Z,11178,0.0,
573,368912,2023-12-04T19:44:14.852617Z,2751,2.0,"some small breads 
 soja brans"
574,366814,2023-12-08T19:19:57.523262Z,15710,0.0,
575,366499,2023-12-03T14:08:05.221182Z,16248,18.0,"mainly bread 
 various pastries 
 bread rolls 
 lots of salad packages 
 2 yoghurts 
 brought a lot of bread to hall 5 round 2"
576,366499,2023-12-08T20:13:59.787614Z,16338,0.0,when there are a lot of bread at delhaize
577,366392,2023-12-03T07:56:39.947012Z,16248,4.0,"mainly bread 
 2 pastries 
 4 small tomatoes"
578,366371,2023-12-04T08:08:16.062431Z,15283,0.0,
579,366122,2023-12-01T19:19:18.680618Z,12871,1.0,"there was a lot of bread 
 4 prepared meals so everyone had 1 there were also 2 lemons 1 small macaroni for 1 person"
580,366064,2023-12-01T18:41:47.671878Z,2834,8.0,i was good plenty of bread
581,365800,2023-11-30T19:36:28.422830Z,15283,0.0,heb ik gepost op food saving leuven
582,365796,2023-12-01T16:12:16.444573Z,3368,10.0,"mainly bread 
 some fruit: grapes"
583,365488,2023-11-29T19:32:07.015573Z,2834,0.0,"there was salad 
 bread 
 pastries 
 a meat box"
584,365488,2023-11-29T19:33:54.144318Z,13155,5.0,
585,367223,2023-12-16T19:41:56.917388Z,16166,3.0,
586,365102,2023-12-07T18:36:55.340818Z,13071,0.0,
587,365102,2023-12-21T12:24:43.593358Z,17852,0.0,
588,364801,2023-11-28T20:32:29.869062Z,13521,14.0,"lots of bread 
 bread rolls 
 pastries 
 there were also some quick sale items 
 mainly different vegetables 
 also a pack of mussels"
589,364269,2023-11-25T18:30:06.880776Z,13155,15.0,"normal amount of bread 
 pastry"
590,363968,2023-11-25T14:20:21.137287Z,14529,20.0,"definitely too much bread  
 three salads to be carried by 5 people"
591,365818,2023-11-23T19:17:52.691480Z,12836,0.0,
592,363654,2023-11-24T10:39:01.791288Z,15283,0.0,shared the food
593,363654,2023-12-13T21:13:04.138534Z,15959,7.0,
594,363412,2023-11-22T19:40:43.121350Z,13155,10.0,"a lot of meat chicken 
 pork 
 several pax of vegetables 
 some pastry but no bread at all"
595,363364,2023-11-24T08:44:24.376478Z,11009,3.0,"2 breads each 
 ful of pastries/bread rolls/baguettes each"
596,363364,2023-12-08T19:19:38.396778Z,15710,0.0,
597,365186,2023-11-29T20:43:23.086076Z,16166,1.0,
598,363034,2023-11-30T19:19:30.184335Z,3368,10.0,but the other food saving heroes managed to take care of it all
599,364450,2023-12-07T19:49:25.122908Z,11009,0.0,
600,362421,2023-11-19T17:21:20.029226Z,16248,3.5,"3 breads 
 some pastries 
 1 portion of meat"
601,362295,2023-11-23T15:59:16.048358Z,14529,0.0,
602,362295,2023-11-18T20:01:18.636711Z,13521,10.0,"everything was bread but 3 things fruit mix 
 yoghurt with fruit 
 vegetable mix 
 both put the bread 
 bread rolls 
 baguettes at agora"
603,364043,2023-12-08T19:19:15.553413Z,15710,0.0,
604,362009,2023-11-17T20:10:53.772463Z,13521,8.0,"lots of bread 
 also some pastries 
 bread rolls 
 fruits"
605,363724,2023-11-16T19:47:52.152288Z,3368,3.0,"pastry 
 yogurt 
 maria only wanted the yogurt 
 soshared the pastry with friends"
606,361692,2023-11-16T19:46:21.852256Z,3368,5.0,"sofya was a little early so she waited for me with the food; 2 baguettes 
 pastry"
607,361640,2023-11-16T19:22:45.845239Z,13155,15.0,"normal amount of bread 
 pastry"
608,361350,2023-11-15T19:06:18.937059Z,16166,2.0,
609,361346,2023-11-15T19:04:43.425424Z,13521,0.0,
610,361299,2023-11-15T20:25:56.303541Z,11009,4.0,"a few breads 
 a decent number of pastries 
 some bread rolls 
 baguettes 
 also yogurt 
 vegan meat in snelverkoop"
611,361025,2023-11-15T10:18:39.718615Z,16248,2.2,"mainly bread 
 8 pastries 
 1 packet of dried fish 
 one packet of prepared meat"
612,361025,2023-11-15T16:34:21.629940Z,13155,0.0,share the food with hazel
613,361025,2023-11-17T08:29:23.642726Z,6108,0.0,
614,360976,2023-12-06T09:45:46.420417Z,13197,0.0,
615,360680,2023-11-13T23:07:43.275787Z,13521,15.0,"there were mainly many bread rolls 
 also quite some pastries 
 a couple of breads 
 also got 2 tuna salads 
 2 tuna wraps 
 some alpro yoghurts"
616,360680,2023-11-15T00:00:16.204773Z,3368,10.0,"there was a lot of pastry 
 bread 
 two tuna salads 
 two tuna wraps 
 took most of the bread to agora"
617,362345,2023-11-11T19:34:05.925134Z,13521,1.0,"spaghetti meal 
 box of cut fruits 
 4 pastries 
 mozarella 
 a small yoghurt 
 will have to see if they still can be consumed"
618,359960,2023-11-10T21:07:45.393958Z,13521,5.0,"mainly a lot of bread +-20 loafs 
 also some salad 
 apples 
 pastries 
 meat spread 
 vegetable mix"
619,361711,2023-11-10T12:36:42.610567Z,3368,0.0,
620,359567,2023-11-11T07:15:19.963556Z,15283,0.0,
621,359308,2023-11-08T19:59:56.690380Z,13155,1.5,"just several fruit 
 radish 
 bread"
622,359466,2023-11-08T18:26:01.445535Z,15129,0.0,"not so much fresh bread as usual but some packaged bread instead that going out of date 
 broccoli 
 apples 
 cabbage"
623,358677,2023-11-06T21:08:21.910936Z,13155,12.0,"several melons 
 several pax of meat 
 vegetables 
 cake 
 lasagna 
 of course bread 
 pastry"
624,360311,2023-11-05T09:07:46.666841Z,13521,5.0,"there were some potatoes 
 2 pasta salad 
 potato salad 
 4 pastries but mainly lots 
 lots of bread 
 each got a bag full of sliced bread"
625,358221,2023-11-04T18:42:51.144491Z,13521,0.0,hope you all got some delicious food
626,357922,2023-11-04T18:40:31.166448Z,13521,5.0,"lot of bread 
 meat 
 vegetables"
627,359463,2023-11-07T23:10:42.656326Z,3368,8.0,managed to divide the bread with the three of us
628,357590,2023-11-03T09:29:37.847088Z,13155,9.0,"mainly bread 
 a lot of pastries 
 also got yoghurt 
 some vegetables"
629,357300,2023-11-01T19:10:17.658094Z,13521,1.5,"holiday so less food than usual 
 he brought home: 2 pastries 
 sauerkraut 
 2 bread rolls 
 cooked chicken strips 
 8 canned anchovies 
 not sure what the others got but bread :"
630,357300,2023-11-02T11:36:15.768014Z,16248,3.6,"got 1 pastry 
 125g of prepared meat 
 4 loaves of bread 
 brought the 4 loaves of bread to 2 enabled people"
631,356970,2023-10-31T21:28:52.269887Z,13155,10.0,"some meat 
 vegetables 
 fruit 
 yoghurt 
 mushroom 
 potatoes 
 pastry 
 bread"
632,359459,2023-11-28T20:03:56.200975Z,13071,2.0,"there was some bread 
 some meat"
633,356171,2023-10-28T17:52:16.553961Z,13155,8.0,"quite a lot of bread 
 pastries 
 meats 
 vegetables 
 fruits 
 meals curry noodles 
 salad"
634,356146,2023-10-28T16:49:10.128187Z,13521,7.0,"lots of pastries 
 baguettes again 
 also some salads 
 mixed vegetable packets 
 drink yoghurts 
 victor went to hall 5 with the breads"
635,356146,2023-10-28T19:24:13.752463Z,11009,8.0,"quite a lot of pastries especially pains au chocolat 
 baguettes 
 only 5 loaves of bread though 
 also got snelverkoop items: a few packets of vegetables 
 herbs 
 ready-made healthy meals 
 drink yogurt 
 fruit 
 brought bread"
636,355879,2023-10-27T18:36:52.681444Z,13521,2.5,"usual amount of food 
 3 bags of bread so quite a lot 
 around 4 packets of meat 
 some yoghurts 
 salad 
 a meal 
 some vegetables 
 some pastries"
637,357612,2023-10-26T23:07:20.404589Z,9036,2.0,"some sweet bread 
 some salad 
 a pasta"
638,355562,2023-10-26T21:12:06.955174Z,16278,4.0,"bread' chicken' salad 
 pastries"
639,355562,2023-10-27T15:25:31.252129Z,13521,4.0,"salad 
 chicken 
 bread 
 few desserts 
 some pastries"
640,355253,2023-10-25T18:14:05.826238Z,11009,0.0,
641,354933,2023-10-26T14:11:54.899658Z,3368,12.0,"took all the bread 
 some pastry"
642,356658,2023-10-23T18:51:32.202916Z,13155,2.0,"bread 
 sweets 
 2 pax salads 
 2 pax small pasta 
 vegetables"
643,354572,2023-10-23T19:26:17.184601Z,7968,0.0,"there were a lot of pastries 
 bread 
 also got a salad 
 some apples :"
644,356184,2023-10-25T19:43:05.751608Z,12871,0.0,
645,354137,2023-10-21T17:36:26.146623Z,13155,12.0,"a lot of pastries 
 donuts 
 some bread 
 several pax of fruits 
 several yoghurt 
 vegetables"
646,353885,2023-10-20T19:26:13.153594Z,13521,10.0,"lots of pre-made meals 
 lots of bread 
 also quite a few packets of meat 
 some yoghurt 
 some vegetables 
 some pastries"
647,353553,2023-10-23T08:07:17.345470Z,17541,0.0,
648,353563,2023-10-19T18:12:36.830254Z,13521,0.5,"a few loafs of bread 
 3 pastries 
 a dessert 
 a cake 
 some pre-cut veggies"
649,353563,2023-10-22T09:17:21.910713Z,12871,1.0,
650,353516,2023-10-19T20:06:37.677831Z,3035,0.0,"mostly bread 
 some sweets"
651,355288,2023-10-18T18:26:51.496753Z,3368,1.0,some pre-cut veggies
652,353229,2023-10-18T18:25:01.086864Z,3368,0.0,
653,353238,2023-10-18T19:12:58.787093Z,13155,12.0,"some meat 
 vegetables 
 lasagna 
 yoghurt 
 potatoes 
 steak 
 bread 
 pastry"
654,353190,2023-10-18T18:47:41.810818Z,14295,0.0,mostly bread
655,353190,2023-10-19T08:50:46.001383Z,6719,8.0,
656,352904,2023-10-17T18:32:36.081573Z,13521,4.0,"2 loafs of bread 
 but mainly a wide variety of foods: pre-made s 
 some fresh fruit 
 vegetables 
 fresh spices 
 different meats 
 pre-cut vegetables 
 sauces 
 a packet of fish 
 pre-made salads 
 macaroni 
 deepfreeze snacks 
 quite some pastries"
657,352550,2023-10-26T14:14:50.839056Z,13071,5.0,
658,356183,2023-10-15T12:06:27.302793Z,16278,3.0,"mostly pastries 
 had a bag of bread 
 some salads 
 a little bit of cheese"
659,352129,2023-10-14T17:40:34.222958Z,16278,0.0,"each some fish 
 a lot of fruit grapes 
 strawberries"
660,352129,2023-10-14T18:13:03.004879Z,13155,10.0,"sushi 
 rice box"
661,351854,2023-10-13T18:52:32.628243Z,12871,0.0,"no pastries 
 some bread there was not enough for all of us"
662,351538,2023-10-12T18:33:39.943367Z,13521,8.0,"not much today except lots of bread 
 some pastries 
 some potatoes 
 a tomato"
663,351493,2023-10-13T15:49:55.304906Z,11009,7.0,"lots of bread 
 pastries as usual 
 a few snelverkoop items chicken 
 milk dessert"
664,351493,2023-10-14T17:37:47.115109Z,16278,0.0,"my experience with denon is that there is always loads of bread not everyday but mostly yes sometimes its not just one bag per person 
 always have to carry up to 3 bags loaded with bread while other ones also take a bag"
665,351250,2023-10-12T12:29:01.724386Z,12871,5.0,"some bread 
 some potatoes 
 some microwave meals"
