,lat,lon,city,housenumber,postcode,street,name,opening_hours,amenity_type,amenity_extra,website,x,y,statistical_sector
544,50.8771654,4.704549,Leuven,64,3000,Tiensestraat,Hawaiian Poke Bowl,,fast_food,,,173633.34204930684,174142.18627423048,Tiensestraat
545,50.8770483,4.7052921,Leuven,69,3000,Tiensestraat,Panaché,,fast_food,sandwich_shop,http://www.panache-leuven.be,173685.70017641134,174129.3972591469,Tiensestraat
546,50.8779248,4.7038117,Leuven,35,3000,Tiensestraat,Croque ‘n role,,fast_food,toast,https://www.croquenroll.be/,173581.0693209582,174226.42746472266,Tiensestraat
547,50.877672,4.7037524,Leuven,50,3000,Tiensestraat,Oats,,fast_food,,,173577.0230158214,174198.2869837517,Tiensestraat
548,50.8751609,4.7086532,Leuven,142,3000,Tiensestraat,Food Central,,food_court,,https://foodcentral.be/,173923.2161060386,173920.5216407776,Vesalius
549,50.8760056,4.7077398,Leuven,113,3000,Tiensestraat,Sherpa Nachtwinkel,Mo-Su 18:00-23:00,grocery_shop,night_shop,,173858.49895450292,174014.19198490493,Tiensestraat
550,50.8777288,4.7036364,Leuven,44,3000,Tiensestraat,t Galetje,,ice_cream,,,173568.83053311514,174204.56854697876,Tiensestraat
551,50.8788093,4.7031177,Leuven,5,3000,Tiensestraat,Beerhop,,pub,,https://www.beerhop.be/,173531.78280799295,174324.59914340824,Leuven-centrum
552,50.8770035,4.7054295,Leuven,73,3000,Tiensestraat,Lapaz,,pub,cafe,,173695.39297844438,174124.4576091254,Tiensestraat
553,50.8771911,4.7048394,Leuven,55,3000,Tiensestraat,Politika Kaffee,,pub,bar,,173653.76727589764,174145.13780977763,Tiensestraat
554,50.877233,4.7047442,Leuven,51,3000,Tiensestraat,Huis der Rechten,,pub,bar,,173647.0460227784,174149.76840504445,Tiensestraat
555,50.8772753,4.7046644,Leuven,51,3000,Tiensestraat,Recup,,pub,bar,,173641.40842089284,174154.44841813575,Tiensestraat
556,50.8772321,4.7044424,Leuven,62B,3000,Tiensestraat,Sikinoya,"Mo-Su 12:00-15:00, 18:00-23:00",restaurant,japanese;fusion,https://www.sikinoya.com/,173625.8059884387,174149.57202636637,Tiensestraat
557,50.8770459,4.7047995,Leuven,68,3000,Tiensestraat,Al Parma,,restaurant,italian,https://www.restaurantalparma.be,173651.0323838788,174128.97295017913,Tiensestraat
558,50.8777206,4.705553,Leuven,41,3000,Tiensestraat,t Academisch kwartier,Mo-Fr 10:00-14:00,restaurant,student,https://www.alma.be/en/t-academisch-kwartier,173703.72231767763,174204.26768983714,Ladeuze
559,50.8785165,4.7031783,Leuven,12,3000,Tiensestraat,De Pasvite,,restaurant,sandwich_shop,http://www.depasvite.com,173536.19464651126,174292.04714478366,Leuven-centrum
560,50.8785824,4.7030878,Leuven,10,3000,Tiensestraat,De Valck,,restaurant,seafood,http://www.devalck.be,173529.792414334,174299.34915942978,Leuven-centrum
561,50.8787726,4.7032175,Leuven,7,3000,Tiensestraat,Wasbar,"PH,Mo-Su 09:00-21:00",restaurant,,https://www.wasbar.be/restaurants/wasbar-leuven-tiensestraat,173538.82485849885,174320.54831002094,Leuven-centrum
562,50.8777002,4.7037009,Leuven,48,3000,Tiensestraat,Pasta Ruffo,,restaurant,italian,http://www.pastaporterleuven.be,173573.38433381834,174201.40758333728,Tiensestraat
563,50.8780712,4.7037352,Leuven,29,3000,Tiensestraat,Soup Away,,restaurant,soup,https://www.soupaway.be/,173575.61176124468,174242.6887423871,Leuven-centrum
564,50.8782696,4.7033479,Leuven,28,3000,Tiensestraat,Sushi Leuven,,restaurant,japanese,http://www.sushi-leuven.be/,173548.25467159195,174264.63572654687,Leuven-centrum
565,50.8784523,4.7032381,Leuven,18,3000,Tiensestraat,Umamido Leuven,"Tu-Th,Su 12:00-21:30; Fr,Sa 12:00-22:00",restaurant,japanese,https://www.umamido.be/,173540.4354527067,174284.9244942665,Leuven-centrum
566,50.8786302,4.7030223,Leuven,8,3000,Tiensestraat,Domus,"Tu-Th 11:00-14:30,17:30-22:30; Fr-Su 11:00-22:00",restaurant,belgian,https://www.domusleuven.be/,173525.1587133094,174304.64566366654,Leuven-centrum
567,50.8784139,4.7032662,Leuven,20,3000,Tiensestraat,Spoons,,restaurant,,,173542.43234405413,174280.66178284958,Leuven-centrum
568,50.8780351,4.7037566,Leuven,31,3000,Tiensestraat,Balls & Glory,,restaurant,regional,https://ballsnglory.be/,173577.1360068821,174238.67976646777,Leuven-centrum
569,50.8779785,4.7037818,Leuven,33,3000,Tiensestraat,Otomat,"PH, Mo-Su 12:00-22:00",restaurant,pizza,https://otomat.be/nl/locations/leuven,173578.9380020402,174232.39156862348,Leuven-centrum
570,50.8782207,4.7036552,Leuven,21,3000,Tiensestraat,Qbo,,restaurant,mexican,,173569.90635399442,174259.29375896975,Leuven-centrum
571,50.8780499,4.7034514,Leuven,34,3000,Tiensestraat,Baracca,"Mo-Th 17:30-22:00; Fr-Su 12:00-14:30,17:30-22:00",restaurant,italian,https://www.baracca.be,173555.64915867464,174240.22906801756,Leuven-centrum
572,50.876594,4.7060905,Leuven,82,3000,Tiensestraat,Wolfgang,,restaurant,,,173742.12131816917,174079.1161858067,Tiensestraat
573,50.8764386,4.7063423,Leuven,92,3000,Tiensestraat,Nepal Delight,"Mo 11:30-14:00, 17:30-22:00; We-Su 11:30-14:00, 17:30-22:00",restaurant,indian;nepalese,https://www.nepaldelightleuven.be,173759.92182892933,174061.91011519358,Tiensestraat
574,50.8750795,4.7083975,Leuven,138,3000,Tiensestraat,Het Strand,,restaurant,diner,https://hetstrand.xyz/,173905.26081796316,173911.38415429927,Vesalius
575,50.8766942,4.7063439,Leuven,79,3000,Tiensestraat,Buddha House,"Tu-Su 12:00-14:30,17:00-22:00",restaurant,asian;thai,,173759.90490832512,174090.34369971137,Tiensestraat
576,50.8788115,4.7031167,Leuven,5,3000,Tiensestraat,Uncle Puffy,,restaurant,japanese;sweets_shop,,173531.711326748,174324.84355516173,Leuven-centrum
577,50.8757917,4.7083837,Leuven,121,3000,Tiensestraat,Fuji,"Mo-Su 11:30-14:00,17:00-22:00",restaurant,sushi,https://www.fuji-sushi.be/,173903.92644339235,173990.60515050218,Tiensestraat
578,50.8783966,4.70357,Leuven,15,3000,Tiensestraat,Poule & Poulette,,restaurant,chicken,,173563.82174983938,174278.83388017025,Leuven-centrum
579,50.8788292,4.7030677,Leuven,3,3000,Tiensestraat,Olleke Bolleke,Mo-Sa 10:00-18:00,sweets_shop,candy_store,https://www.ollekebolleke.eu/,173528.253971262,174326.79695484694,Leuven-centrum
580,50.8820636,4.7138661,Leuven,8,3000,Tiensevest,Bultynck,,bakery,,,174286.5368048175,174690.0772472499,Leuven diestse straat
581,50.8819607,4.7139744,Leuven,12,3000,Tiensevest,In Oud-Leuven,,cafe,brasserie,,174294.21142293958,174678.66608459037,Leuven diestse straat
582,50.8817641,4.7142028,Leuven,20,3000,Tiensevest,De Nationale,,pub,,,174310.38638451864,174656.87107848935,Leuven diestse straat
583,50.8816836,4.7142371,Leuven,22,3000,Tiensevest,In Den Ouden Tijd,,pub,,,174312.84190863988,174647.9274616642,Bondgenotenlaan
584,50.8821296,4.7137967,Leuven,2,3000,Tiensevest,Pinky,,restaurant,sandwich_shop,,174281.61879939906,174697.39638726227,Leuven diestse straat
585,50.8820184,4.7139137,Leuven,10,3000,Tiensevest,Carrefour Express,,supermarket,,,174289.9099339565,174685.0647714911,Leuven diestse straat
586,50.8723355,4.7460925,Leuven,46,3010,Trolieberg,Lucullus,,ice_cream,,,176559.88219124544,173618.97438291274,Boven-lo
587,50.8319635,4.7507526,Bierbeek,34-38,3360,Tussen de huizen Hoogstraat,De Witte Beek,,,,https://www.dewittebeek.be/,176911.03524655994,169129.69706170727,Meren
588,50.9215817,4.6996375,Leuven,3,3018,Vaartdijk,Q Snack,,fast_food,sandwich_shop,,173265.6107354019,179081.55752779357,Wijgmaal-kern
589,50.8877048,4.7001786,Leuven,4,3000,Vaartkom,Entrepot,,cafe,,https://www.cafeentrepot.be/,173320.51197920038,175313.2120564608,Leuven vaart
590,50.8878393,4.7018895,Leuven,19,3000,Vaartkom,Noordoever,Mo-Sa 10:00-23:00,restaurant,diner,https://www.noordoever.be/,173440.8299311833,175328.71377291903,Leuven vaart
591,50.8879498,4.7004665,Leuven,1A,3000,Vaartkom,HOP Gastrobar,,restaurant,,https://www.hopgastrobar.com/,173340.6476817447,175340.55671994668,Leuven vaart
592,50.8808245,4.7019765,Leuven,9,3000,Vaartstraat,Bistro Tribunal,,restaurant,french;bistro,https://www.bistrotribunal.be/,173450.46052779444,174548.40949360188,Leuven-centrum
593,50.8825625,4.7116236,Leuven,12,3000,Vanden Tymplestraat,The Footloose,,pub,,,174128.4706481376,174744.84268603008,Van monsstraat
594,50.8811903,4.699721,Leuven,2,3000,Vismarkt,Zuut,We-Sa 09:00-17:00,bakery,patisserie,,173291.55025779875,174588.3899812186,Lei - vismarkt
595,50.8814198,4.7001089,Leuven,7,3000,Vismarkt,De Optimist,,cafe,restaurant,,173318.7339564372,174614.04171445314,Lei - vismarkt
596,50.8800065,4.7056646,Leuven,16,3000,Vital Decosterstraat,Stuffed,,fast_food,,https://stuffed-leuven.be,173710.4204796395,174458.5882274732,Bondgenotenlaan
597,50.9163156,4.6787171,Herent,71,3020,Vloerstraat,De Vloer,,cafe,,,171797.08597988807,178489.38462471124,Langeveld
598,50.8809064,4.6990683,Leuven,5,3000,Wandelingenstraat,Surlie,,bar,wine_bar,https://surlie-natuurwijnen.be/,173245.7582878179,174556.60379709676,Lei - vismarkt
599,50.8810268,4.69912,Leuven,2A,3000,Wandelingenstraat,Cuore Italiano,,cafe,,,173249.33690519695,174570.0133954538,Lei - vismarkt
600,50.8811252,4.6990497,Leuven,2A,3000,Wandelingenstraat,Young Amadeus House of Taste,,cafe,,http://www.youngamadeus.be,173244.34084423326,174580.93742548488,Lei - vismarkt
601,50.8809362,4.6985733,Leuven,10,3000,Wandelingenstraat,Bar Jérôme,We-Fr 11:00-18:00; Sa 10:00-18:00,cafe,bar,,173210.90846678056,174559.76360484213,Lei - vismarkt
602,50.8809624,4.6986692,Leuven,10C,3000,Wandelingenstraat,Convento Food,,food_court,caterer,,173217.64434078996,174562.70815400686,Lei - vismarkt
603,50.8809819,4.6987289,Leuven,8,3000,Wandelingenstraat,La Stanza,We-Sa 11:00-01:00,restaurant,italian,http://www.lastanza.be,173221.83599643887,174564.89605438896,Lei - vismarkt
604,50.8980286,4.6420933,Herent,6A,3020,Warotstraat,t Warot,,bakery,,,169229.17173869445,176444.96506934334,Winksele-centrum
605,50.8979055,4.6423943,Winksele,4,3020,Warotstraat,De Smederij,,restaurant,diner,,169250.3972078071,176431.34941437095,Winksele-centrum
606,50.8318326,4.7476253,Bierbeek,1,3360,Waterstraat,Moemmedel,We-Mo 11:00-22:00,restaurant,brasserie,,176690.8008786223,169114.00513925124,Meren
607,50.8270575,4.6557696,Oud-Heverlee,139,3050,Waversebaan,L'Is 'T Waar?,,cafe,,,170221.86599878463,168553.75189682934,Linderonde - oppem
608,50.8658087,4.6958813,Leuven,2,3001,Waversebaan,Canadian Munchies,,fast_food,burger,,173028.8910881963,172876.13364921603,Heverlee-centrum
609,50.8438223,4.6697144,Oud-Heverlee,72,3050,Waversebaan,Genenhoek,,pub,cafe,,171196.76680847097,170422.5578915598,Winkelveld - eikenveld
610,50.8232076,4.6525933,Oud-Heverlee,266,3050,Waversebaan,Pitou,,restaurant,,,169999.72162072617,168124.62968379445,Linderonde - oppem
611,50.8435774,4.6696743,Oud-Heverlee,74,3050,Waversebaan,Il Danio,,restaurant,italian,,171194.05323548615,170395.30381565075,Oud-heverlee-kern
612,50.8327223,4.6612292,Oud-Heverlee,99,3050,Waversebaan,Villa San Martino,,restaurant,,,170604.03269128173,169185.40494641662,Linderonde - oppem
613,50.9256912,4.7111838,Wilsele,152,3012,Weggevoerdenstraat,Bistro Mariette,"Mo 11:45-15:00,18:00-21:00; Th-Su 12:00-15:00,18:00-21:00",restaurant,,https://www.bistromariette.be/,174075.3522404151,179542.39481937513,Nieuwe steenweg
614,50.8707158,4.634369,Bertem,25,3000,Weygenstraat,xocolata,"Tu-Fr 13:00-21:00; Sa,Su 10:00-21:00",bakery,patisserie,https://www.xocolata.be/,168696.67529058867,173404.6797508793,Bertem centrum-oost
615,50.8661662,4.6317969,Bertem,4,3060,Weygenstraat,t Volkhuis,"We,Th,Su,Mo 14:00-23:00; Fr,Sa 14:00-18:00+",cafe,,,168517.42420961923,172897.9329479076,Bertem centrum-oost
616,50.8675504,4.6332519,Bertem,10A,3060,Weygenstraat,Prik & Tik Bertem,,grocery_shop,liquor_shop,,168619.30080002843,173052.2770157773,Bertem centrum-oost
617,50.8792721,4.6981474,Leuven,14,3000,Wieringstraat,Bistro Lust,,restaurant,french;brasserie,https://www.bistrolust.be/,173181.75912927507,174374.5146922907,Leuven-centrum
618,50.9235418,4.692376,Herent,295,3020,Wijgmaalsesteenweg,Pizza Roma,,fast_food,kebab,,172754.08097867595,179297.34825369995,Keulenstraat
619,50.9235574,4.6920463,Herent,300,3020,Wijgmaalsesteenweg,Frituur 'De Brug',,fast_food,friture,https://www.resto-debrug.be/index.php/frituur,172730.8921923229,179298.9824389033,Keulenstraat
620,50.9236086,4.6920519,Herent,300,3020,Wijgmaalsesteenweg,De Brug,,restaurant,regional,https://www.resto-debrug.be/index.php/restaurant,172731.26107778645,179304.6797538912,Keulenstraat
621,50.827448,4.7530299,Bierbeek,,3360,Wijnenberg,Bistro De Borre,,pub,,,177074.0681855876,168628.22796139866,Meren
622,50.9047861,4.7215045,Kessel-Lo,259,3010,Wilselsesteenweg,Brood & Banket,Tu-Fr 07:00-17:00; Sa 07:00-13:00,bakery,,,174812.03555831505,177220.28029465582,Beneden kessel
623,50.905372,4.6816643,Herent,93,3020,Wilselsesteenweg,La Bottega Italiana,"Mo-Tu 18:00-22:00,We-Fr 12:00-14:30,18:00-22:00; Sa 18:00-22:00; Su 12:00-14:30, 18:00-22:00",restaurant,italian,https://labottegaherent.weebly.com,172009.47700941502,177272.8702963218,Kliniek
624,50.9070422,4.7181666,Kessel-Lo,321,3010,Wilselsesteenweg,World Kitchen,"Tu-Sa 18:00-22:00; Su,PH 17:00-22:00",restaurant,indian,https://worldkitchen.be/,174576.07104668004,177470.13971341308,Barreel
625,50.9401177,4.7496053,Rotselaar,20,3110,Wingepark,Java,,cafe,,,176768.39262229623,181160.40901153628,Wingepark
626,50.8921849,4.7684744,Lubbeek,57,3210,Wolvendreef,Brood & Banket Timmermans,,bakery,,,178123.35789540142,175835.28359132446,Linden-centrum
627,50.8782126,4.7002216,Leuven,1,3000,Zeelstraat,Snooker & Pool Chaos,Mo-Sa 15:00-26:00; Su 15:00-00:00,pub,,https://www.chaosleuven.be/,173328.26088983926,174257.30619157478,Leuven-centrum
628,50.8783109,4.7004245,Leuven,4,3000,Zeelstraat,PortoGalo,,restaurant,italian;portoguese,http://www.restaurantportogalo.be,173342.49162248822,174268.3050363185,Leuven-centrum
629,50.8729833,4.6961038,Leuven,18,3000,Zwartzustersstraat,t Eethoekje,,fast_food,sandwich_shop,,173041.02854052003,173674.3077639211,Redingen
630,50.8729619,4.6965866,Leuven,16,3000,Zwartzustersstraat,De Biotoop,Mo-Fr 09:00-18:30; Sa 09:00-18:00,grocery_shop,organic_shop,,173075.02131343956,173672.07745133992,Damiaanplein
631,50.8730532,4.6965601,Leuven,16,3000,Zwartzustersstraat,De Dijlemolens,,restaurant,,,173073.11116073237,173682.22545279935,Damiaanplein
