,lat,lon,city,housenumber,postcode,street,name,opening_hours,amenity_type,amenity_extra,website,x,y,statistical_sector
398,50.8767841,4.700642,Leuven,43,3000,Naamsestraat,Saki Sushi,"Mo-Fr 11:00-14:30,16:00-22:00; Su 15:00-22:00",restaurant,japanese;sushi,https://www.sakisushileuven.be,173358.55947217636,174098.53147127666,Leuven stadspark
399,50.8774525,4.7007189,Leuven,25,3000,Naamsestraat,Namaste Tandoori,"Tu-Su 11:30-15:00,17:30-22:00",restaurant,indian,https://www.namastetandoori.be/,173363.63860727425,174172.90890097246,Leuven stadspark
400,50.8691707,4.6988047,Leuven,178,3000,Naamsestraat,Xiongmao Panda,"Mo-Th 17:00-22:00; Fr-Su 11:30-14:30,17:00-22:00",restaurant,chinese,,173233.0224356186,173251.03598884773,Sint-kwintens
401,50.8719116,4.6994635,Leuven,114,3000,Naamsestraat,Jagat's Place,,restaurant,pizza,https://www.jagatsplace.com/,173278.03558417206,173556.14143215772,Sint-kwintens
402,50.8767443,4.7006423,Leuven,45,3000,Naamsestraat,Raffat,Mo-Su 17:30-22:00; Tu off,restaurant,persian;pakistani,https://www.raffat.be/,173358.60041551897,174094.10419220105,Leuven stadspark
403,50.8766985,4.7006345,Leuven,47,3000,Naamsestraat,Tiflis,"Tu-Th 17:30-23:00; Fr-Sa 12:00-15:00,17:30-23:00; Mo,Su,PH off",restaurant,georgian,https://www.tfls-leuven.be,173358.07426888723,174089.00691668317,Leuven stadspark
404,50.8760711,4.700208,Leuven,48,3000,Naamsestraat,Carrefour Express,"Mo-Fr 07:30-20:00; PH,Sa,Su 08:00-20:00",supermarket,,,173328.36930467872,174019.08025383484,Damiaanplein
405,50.9263018,4.694394,Wijgmaal,2,3018,Nieuwstraat,Chantal,,bakery,,,172894.6173121431,179604.99822623935,Wijgmaal-kern
406,50.8424002,4.6404228,Bertem,118,3060,Nijvelsebaan,Frituur De Nieuw Route,"We-Sa 17:00-22:00; Su 11:30-13:30,17:00-22:00",fast_food,friture,https://frituurdenieuwroute.be/,169134.35133160115,170256.3901900798,Korbeek-dijle-kern
407,50.9203267,4.7569174,Holsbeek,15,3220,Nobelberg,Walt en Vicky,Tu-Fr 09:00-16:00; Sa-Su 07:00-13:00,bakery,,,177293.85206325178,178961.48680546787,Holsbeek-centrum
408,50.9201645,4.7581261,Holsbeek,3b,3220,Nobelberg,Frituur J&S,,fast_food,friture,,177378.93603438046,178943.8891839413,Holsbeek-centrum
409,50.9070431,4.6735504,Herent,58,3020,Onze-Lieve-Vrouwplein,Kiku Sushi,Mo-Su 17:00-22:00,restaurant,sushi;indian;thai;meat;fish;salad,https://www.kikusushi.be,171438.00239311095,177456.38720786292,Herent-centrum
410,50.8794878,4.6969535,Leuven,18,3000,Onze-Lieve-Vrouwstraat,Kloosterbar,,bar,,,173097.63055969027,174398.13648038078,Leuven kliniek -o.l.vrouw-kerk
411,50.9040455,4.6737546,Herent,2,3020,Onze-Lieve-Vrouwstraat,Den Travoo,"Mo 00:00-2:00, 11:00-24:00,Tu 00:00-2:00, 08:00-24:00; We-Su 00:00-2:00, 11:00-24:00",cafe,,https://www.dentravoo.be,171453.7375035213,177122.98834858555,Herent-centrum
412,50.9064392,4.6737481,Herent,46,3020,Onze-Lieve-Vrouwstraat,Frituur Patana,Mo-Su 17:00-21:00,fast_food,friture,https://www.patana.be,171452.18413449213,177389.26557624433,Herent-centrum
413,50.8782694,4.69931,Leuven,43,3000,Oude Markt,Karement,,bar,cafe,,173264.07620761247,174263.33807070926,Leuven-centrum
414,50.8781961,4.6992292,Leuven,42,3000,Oude Markt,Farao,,bar,pub,,173258.4260444361,174255.1587710213,Leuven-centrum
415,50.878308,4.6993449,Leuven,44,3000,Oude Markt,De Weerelt,,bar,pub,,173266.51323708077,174267.64291518647,Leuven-centrum
416,50.8782991,4.699878,Leuven,9,3000,Oude Markt,Bar Nine,Mo-Su 11:00-02:00,bar,cocktail_bar,https://www.bar-nine.be/,173304.03604537173,174266.82039041538,Leuven-centrum
417,50.8786627,4.7001597,Leuven,2,3000,Oude Markt,Casper,Mo-Su 11:30-23:00,fast_food,,https://www.eatcasper.com,173323.68057225796,174307.35610087682,Leuven-centrum
418,50.8787846,4.7000365,Leuven,56,3000,Oude Markt,Domino's,Mo-Su 11:00-22:30,fast_food,pizza,https://www.dominos.be/,173314.94947489176,174320.8775614798,Leuven-centrum
419,50.8773452,4.6992006,Leuven,27,3000,Oude Markt,Loco Pizza,Ma-So 11:00-01:00,fast_food,italian,,173256.83533705096,174160.49518056773,Leuven-centrum
420,50.878615,4.700124,Leuven,3,3000,Oude Markt,Ambiorix,Su-Fr 16:00-06:00; Sa 13:00-06:00,pub,bar,http://ambiorixleuven.be/,173321.19183352726,174302.0386880124,Leuven-centrum
421,50.8784349,4.6999636,Leuven,7-8,3000,Oude Markt,Barvista,Su-Fr 12:00-01:00; Sa 12:00-04:00,pub,,https://www.barvista.be/,173309.9928618999,174281.95378709212,Leuven-centrum
422,50.8785445,4.7000468,Leuven,4,3000,Oude Markt,De Rector,Mo-Su 12:00-01:00,pub,brasserie,https://www.derector.be,173315.7937679986,174294.171932159,Leuven-centrum
423,50.8787181,4.6996921,Leuven,52-53,3000,Oude Markt,Apero,"Tu-Sa 11:30-05:00; Su,Mo 11:30-03:00",pub,cafe,,173290.74465762684,174313.3717580801,Leuven-centrum
424,50.8785581,4.6995709,Leuven,49,3000,Oude Markt,Blokhut,,pub,cafe,,173282.29440662335,174295.53517359868,Leuven-centrum
425,50.8786076,4.6996099,Leuven,50,3000,Oude Markt,Bar Rustic,,pub,bar,,173285.01453912488,174301.05383789446,Leuven-centrum
426,50.8784319,4.6994572,Leuven,46,3000,Oude Markt,Metropole,,pub,cafe,http://www.cafe-metropole.be,173274.35514966492,174281.46089163236,Leuven-centrum
427,50.8784849,4.6995094,Leuven,47,3000,Oude Markt,Plaza 47,,pub,bar,http://www.plaza47.be,173278.00254316535,174287.37304019276,Leuven-centrum
428,50.8786627,4.6996422,Leuven,51,3000,Oude Markt,Revue,,pub,cafe,,173287.26035667525,174307.19334555697,Leuven-centrum
429,50.8783535,4.699386,Leuven,45,3000,Oude Markt,Den Brosser,,pub,cafe,,173269.3831795084,174272.71726789325,Leuven-centrum
430,50.8779163,4.6989758,Leuven,35,3000,Oude Markt,Café Belge,"Mo-We 14:00-27:00; Th,Fr 14:00-29:00; Sa 12:00-29:00; Su 14:00-26:00",pub,,,173240.73098149477,174223.95414815098,Leuven-centrum
431,50.8779849,4.6990116,Leuven,36,3000,Oude Markt,De Kroeg,,pub,,,173243.21651582015,174231.59648139589,Leuven-centrum
432,50.8780445,4.6990754,Leuven,38,3000,Oude Markt,De Giraf,,pub,bar,,173247.6770937181,174238.2464345349,Leuven-centrum
433,50.8780932,4.6991232,Leuven,39-40,3000,Oude Markt,Louvain Louvain,,pub,,,173251.01701695358,174243.67884866055,Leuven-centrum
434,50.8777337,4.6994942,Leuven,20,3000,Oude Markt,De Kult,,pub,,,173277.3057794562,174203.80433102325,Leuven-centrum
435,50.8776418,4.6993994,Leuven,21,3000,Oude Markt,Villa Tempo,,pub,,,173270.6795018128,174193.5515469173,Leuven-centrum
436,50.877598,4.6993681,Leuven,22,3000,Oude Markt,Het Forum,,pub,cafe,,173268.4983852519,174188.66938071698,Leuven-centrum
437,50.8777606,4.69889,Leuven,32,3000,Oude Markt,Rock Café,"Mo-Th 15:30-27:00; Fr,Sa 15:00-29:00; Su 14:30-26:00",pub,cafe,https://www.rockcafeleuven.be/,173234.76968383958,174206.6070822738,Leuven-centrum
438,50.8777988,4.6989129,Leuven,33,3000,Oude Markt,The Saloon,,pub,,,173236.36242020564,174210.86365328357,Leuven-centrum
439,50.8781424,4.6991864,Leuven,41,3000,Oude Markt,Cafe Allee,Mo-Sa 10:00-08:00; Su 10:00-24:00,pub,cafe,https://www.opcafegaan.be/leuven/cafe-allee,173255.44050655875,174249.17171814851,Leuven-centrum
440,50.8780691,4.6991208,Leuven,39-40,3000,Oude Markt,Vesper,Mo 12:00-26:00; Tu-Sa 12:00-29:00; Su 12:00-25:00,pub,,,173250.86006182854,174240.99719725363,Leuven-centrum
441,50.8785193,4.6995438,Leuven,48,3000,Oude Markt,Donki,,restaurant,mexican,http://www.rockindonki.com,173280.40644671663,174291.2105237944,Leuven-centrum
442,50.8775901,4.698791,Leuven,29,3000,Oude Markt,Cafe Manger,Tu-Sa 11:00-29:00,restaurant,international;pub,https://cafemanger.be/,173227.88667840365,174187.6095256135,Leuven-centrum
443,50.8776741,4.6988218,Leuven,30,3000,Oude Markt,t Katastroofke,,restaurant,sandwich_shop,,173230.01272490824,174196.9633895941,Leuven-centrum
444,50.8778667,4.6989536,Leuven,34,3000,Oude Markt,The Sushi Lounge,,restaurant,japanese,http://www.thesushilounge.be,173239.1931685704,174218.42965246085,Leuven-centrum
445,50.8774301,4.6992371,Leuven,25,3000,Oude Markt,Karamna,,restaurant,lebanese,,173259.36205750259,174169.95096130017,Leuven-centrum
446,50.9027388,4.6179613,Veltem-Beisem,68,3020,Overstraat,Brooderij Van Velthem,,bakery,,http://brooderijvanvelthem.be/,167529.7589497191,176962.94724442158,Beisem-verspreide bewoning
447,50.86086,4.7072118,Leuven,61,3001,Pakenstraat,Brasserie Pakenhof,,pub,brasserie,,173829.0326453388,172329.22202163283,Saffranenberg
448,50.8785691,4.6990495,Leuven,28,3000,Parijsstraat,Koffie Onan,Mo-Su 08:00-17:30,cafe,coffee_shop,http://www.koffieonan.be,173245.5941826196,174296.59513002913,Leuven-centrum
449,50.8785858,4.6992551,Leuven,35,3000,Parijsstraat,Le Pain Quotidien,,cafe,coffee_shop;bakery;restaurant,http://www.lepainquotidien.be,173260.0554845686,174298.51736429054,Leuven-centrum
450,50.8786399,4.6992979,Leuven,33-35,3000,Parijsstraat,Le Pain Quotidien,Mo-Sa 08:00-17:00; Su 08:00-16:00,cafe,coffee_shop;bakery;restaurant,http://www.lepainquotidien.be,173263.04078998716,174304.54891680554,Leuven-centrum
451,50.877609,4.6983134,Leuven,56,3000,Parijsstraat,Oxfam Wereldwinkel,Mo-Sa 10:00-18:00,grocery_shop,,https://www.oxfamwereldwinkels.be/,173194.26439353888,174189.56237318087,Damiaanplein
452,50.8787752,4.6994289,Leuven,27,3000,Parijsstraat,Hops 'N More,,grocery_shop,beer_store,https://www.hopsnmore.com/,173272.1930478057,174319.64090503193,Leuven-centrum
453,50.8783634,4.6989251,Leuven,34,3000,Parijsstraat,Metafoor,Mo-Su 11:00-24:00,pub,bar,,173236.94119313135,174273.6739201229,Leuven-centrum
454,50.8785258,4.6990197,Leuven,30,3000,Parijsstraat,Den Delper,,pub,cafe,,173243.51840480207,174291.76906381268,Leuven-centrum
455,50.878636,4.6990956,Leuven,24-26,3000,Parijsstraat,Resto Ribs,Mo-Th 17:00-22:00; Fr-Su 12:00-22:00,restaurant,steak_house,https://www.resto-ribs.be/,173248.8054032536,174304.05158944242,Leuven-centrum
456,50.879185,4.6998064,Leuven,7,3000,Parijsstraat,Intertaste,,restaurant,tibetan,,173298.55672896563,174365.34593437705,Leuven-centrum
457,50.8789368,4.6996002,Leuven,21,3000,Parijsstraat,Kalypta,"Mo 11:30-14:30,17:30-22:00; Tu 17:30-22:00; We-Th 11:30-14:30,17:30-22:00; Fr-Sa 11:30-14:30,17:30-22:30; Su 11:30-14:30,17:30-22:00",restaurant,international;indian;italian;mexican;greek,https://www.kalypta.be/,173284.16837758006,174337.67120032106,Leuven-centrum
458,50.8791128,4.6994995,Leuven,6,3000,Parijsstraat,Bar Leuv,"Mo-Fr 10:00-16:00; Sa,Su 10:00-17:00",restaurant,brunch,https://barleuv.be,173276.99404567704,174357.21791330166,Leuven-centrum
459,50.8788586,4.6995181,Leuven,23,3000,Parijsstraat,Oona,"Mo,Tu,Th,Fr 11:30-14:30, Mo-Fr 17:30-22:00, Sa,Su 11:30-22:00",restaurant,asian,http://www.restro-oona.be,173278.4292702094,174328.9463899359,Leuven-centrum
460,50.8782108,4.69896,Leuven,49,3000,Parijsstraat,Palmyra,"We-Sa 12:00-14:30,17:00-22:00; Su,Mo 17:00-22:00",restaurant,syrian;lebanese,https://www.palmyra-restaurant.com,173239.47301865875,174256.70954854414,Leuven-centrum
461,50.8783421,4.6990751,Leuven,39,3000,Parijsstraat,L'inizio,"Mo-Fr 12:00-13:30,18:00-21:00",restaurant,italian;southern_italian,https://linizio.be/,173247.50840736314,174271.351542918,Leuven-centrum
462,50.8784437,4.6989632,Leuven,32,3000,Parijsstraat,Brasserie De Nieuwe Tijd,,restaurant,international;brasserie,,173239.58277732256,174282.6184889786,Leuven-centrum
463,50.8779559,4.6985976,Leuven,48,3000,Parijsstraat,Life Bar,Tu-Sa 09:00-17:00; Su 10:00-16:00; PH off,restaurant,breakfast;lunch,https://www.lifebar.be/,173214.09428071804,174228.24072819576,Leuven-centrum
464,50.8782578,4.6989981,Leuven,23,3000,Parijsstraat,Sushi Mama,"Tu-Sa 12:00-14:30,17:30-23:00; Su,Mo 17:30-23:00",restaurant,sushi,https://www.sushimamaleuven.be,173242.13111621144,174261.94980620872,Leuven-centrum
465,50.8784228,4.6991529,Leuven,37,3000,Parijsstraat,Su Sud Bistro,,restaurant,mediterranean,,173252.9437666835,174280.3530702386,Leuven-centrum
466,50.876305,4.697615,Leuven,82,3000,Parijsstraat,Palmyra 2,,restaurant,syrian;lebanese,,173145.75559968685,174044.2862980673,Damiaanplein
467,50.8739529,4.7004874,Leuven,14,3000,Parkstraat,Poescafé,Tu-We 11:00-18:00; Tu 14:00-18:00; Fr-Sa 11:00-17:00,pub,cat_cafe,,173349.088633257,173783.53864544723,Leuven naamsestraat-noord
468,50.9290727,4.7253408,Wilsele,1,3012,Pastorijweg,Delhaize,,supermarket,,https://stores.delhaize.be/nl/delhaize-wilsele,175068.87417506598,179923.25384421553,Putkapel-centrum
469,50.8759522,4.6975748,Leuven,2,3000,Pater Damiaanplein,Soigneur,,cafe,pub,,173143.1004449286,174005.02807839029,Damiaanplein
470,50.8841401,4.6918546,Leuven,1,3000,Paul Delvauxwijk,Nachtwinkel,,grocery_shop,night_market,,172736.53365262772,174914.08485724125,Noormannen
471,50.8798298,4.6997935,Leuven,5,3000,Pensstraat,Beenhouwerij Rondou,,butcher_shop,,http://www.beenhouwerijrondou.be,173297.32843739007,174437.0698413048,Lei - vismarkt
472,50.8798819,4.699825,Leuven,7,3000,Pensstraat,Slagerij Janssens,,butcher_shop,,,173299.51937128886,174442.87538292445,Lei - vismarkt
473,50.8797377,4.6999259,Leuven,3,3000,Pensstraat,La Vecchia Napoli,Mo-Sa 17:30-22:00; Su off,restaurant,pizza,,173306.69193858435,174426.86621189862,Leuven-centrum
474,50.9083627,4.6755419,Leuven,6,3000,Pensstraat,Napoli Pizza,Mo-Su 16:00-22:30,restaurant,pizza,https://www.napolipizzapastagrill.be/,171577.4663321639,177603.75989056844,Herent-centrum
475,50.9040227,4.6693882,Herent,50,3020,Persilstraat,Brasserie De Persil,Mo-Sa 12:00-21:00,restaurant,regional,https://www.de-persil.be/,171146.61820998415,177119.19671482872,Herent-centrum
476,50.8781882,4.7083429,Leuven,19,3000,Ravenstraat,Tokio Sushi Bar,,restaurant,japanese,http://www.tokiosushibar.be,173899.8332358728,174257.1798459869,Blijde inkomststraat
477,50.878138,4.7082382,Leuven,15,3000,Ravenstraat,De Appel,,restaurant,regional;brasserie,,173892.4902515599,174251.56180967018,Blijde inkomststraat
478,50.87946,4.7024817,Leuven,3,3000,Rector De Somerplein,Le Graal,Mo-Tu 08:30-18:30; Th-Sa 08:30-18:30; Su 08:30-18:00,cafe,espresso_bar,,173486.69705037976,174396.7816357026,Bondgenotenlaan
479,50.8794115,4.7022837,Leuven,1,3000,Rector De Somerplein,Burger King,,fast_food,burger,,173472.7868809627,174391.32372944523,Bondgenotenlaan
480,50.8788879,4.7024754,Leuven,19,3000,Rector De Somerplein,Tortilla & Co,off,fast_food,,,173486.54028697882,174333.13888694067,Leuven-centrum
481,50.8788738,4.7025541,Leuven,18,3000,Rector De Somerplein,Mono Burger,Mo-Su 12:00-22:00,fast_food,burger,https://www.monoburger.be/,173492.08601276498,174331.5953407446,Leuven-centrum
482,50.8794548,4.7031309,Leuven,8,3000,Rector De Somerplein,Exki,Mo-Fr 08:00-17:00; Sa 09:00-18:00; Su 09:00-16:00,fast_food,healthy;sandwich_shop,https://www.exki.be/,173532.38777360177,174396.40914413426,Bondgenotenlaan
483,50.8789942,4.7031151,Leuven,14,3000,Rector De Somerplein,Belchicken,Mo-Sa 11:30-21:00; 16:00-21:00,fast_food,chicken;fried_chicken,https://belchicken.com,173531.50702106248,174345.16670385562,Leuven-centrum
484,50.8545014,4.6584379,Leuven,1,3000,Rector de Somerplein,Burger King,,fast_food,burger,,170397.92247018637,171607.33441493288,Rotspoel-verspreide bewoning
485,50.8517487,4.6582082,Leuven,1,3000,Rector de Somerplein,Burger King,,fast_food,burger,,170382.94492380062,171301.06066491827,Rotspoel-verspreide bewoning
486,50.8794695,4.7030378,Leuven,7,3000,Rector de Somerplein,O'Tacos,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00,fast_food,french_tacos,,173525.82838873751,174398.01482050773,Bondgenotenlaan
487,50.8794428,4.7032123,Leuven,9,3000,Rector De Somerplein,Pane & Vita,Mo-Fr 07:30-17:30; Sa 08:00-17:00,restaurant,sandwich_shop,https://pane-vita.business.site/,173538.12240714877,174395.10010924004,Bondgenotenlaan
488,50.8789115,4.7029522,Leuven,15A,3000,Rector De Somerplein,Boccone,Mo-Fr 11:30-20:00,restaurant,italian,https://boccone.be/,173520.08414304067,174335.91539052688,Leuven-centrum
489,50.8791148,4.7033079,Leuven,12,3000,Rector De Somerplein,Carrefour,Mo-Fr 07:00-20:00; Sa 08:00-20:00,supermarket,,https://winkels.carrefour.be/nl/s/carrefour/carrefour-express-leuven-rector/1484,173545.0150846692,174358.64356081001,Bondgenotenlaan
490,50.8850392,4.6925924,Leuven,141,3000,Riddersstraat,Van Langendonck Vleesgroothandel,,butcher_shop,meat wholesaler,,172788.01482935154,175014.3281483585,Keizersberg
491,50.8841875,4.6924432,Leuven,116,3000,Riddersstraat,Baig Voeding,,grocery_shop,,,172777.9298444788,174919.5384434769,Bruul
492,50.882557,4.6912937,Leuven,65,3000,Riddersstraat,FiFo De Fruittoren,,grocery_shop,fruit and vegetable store,,172697.8302168693,174737.80756327417,Noormannen
493,50.9229002,4.7549918,Holsbeek,39,3220,Rotselaarsebaan,Frituur Het Jachthuis,,fast_food,friture,,177156.96261553396,179247.0598143274,Holsbeek-verspreide bewoning
494,50.8779841,4.7025507,Leuven,3,3000,s Meiersstraat,Masalatop,,restaurant,indian,https://www.masalatop.be/,173492.29254551366,174232.62351528183,Leuven stadspark
495,50.9394651,4.6652923,Haacht,3,3150,Sas,Maritime,,cafe,brasserie,,170842.7337251578,181060.7274788823,Tildonk-verspreide bewoning
496,50.8944676,4.7488402,Kessel-Lo,218,3010,Schoolbergenstraat,De Kastaar,,pub,cafe,,176740.65826042285,176081.94644155633,Plein
497,50.8809171,4.7010671,Leuven,17,3000,Schrijnmakersstraat,Barboek,,cafe,book_store,https://barboek.be/,173386.4162334586,174558.42298688926,Lei - vismarkt
498,50.8516593,4.658077,Heverlee,,3001,Sint-Jansbergsesteenweg,Starbucks,Mo-Fr 07:00-20:00; Sa-Su 10:00-19:00,cafe,coffee_shop,,170373.74495952204,171291.07971635554,Rotspoel-verspreide bewoning
499,50.8626893,4.6593965,Egenhoven,240,3001,Sint-Jansbergsesteenweg,Tsubaki sushi,"We-Su 11:30-14:30,17:30-22:00",restaurant,asian;thai;sushi,https://www.tsubakisushi.be/,170461.84749926216,172518.42266864982,Egenhoven
500,50.8809999,4.7061231,Leuven,12/1,3000,Sint-Maartenstraat,Rudy's Fondueshuisje,,restaurant,fondue,,173742.18441033512,174569.2414653292,Sint-maartensdal
501,50.921773,4.7575284,Holsbeek,2,3220,Sint-Maurusstraat,Cafetaria De Schuur,,cafe,,https://cafetariadeschuur.be,177335.970396469,179122.60065397806,Holsbeek-centrum
502,50.8741447,4.6896747,Leuven,3,3000,Slachthuislaan,ALDI,Mo-Sa 08:30-19:00,supermarket,,https://www.aldi.be,172587.95185743278,173801.52301351447,Bankstraat
503,50.8871553,4.6998204,Leuven,79,3000,Sluisstraat,Grand Café De Hoorn,"Mo-Fr 08:00-24:00, Sa 11:30-24:00",cafe,belgian,,173295.58080721615,175251.97251993138,Leuven vaart
504,50.8952395,4.8181106,Lubbeek,112,3210,Staatsbaan,Lidl,,supermarket,,,181613.52864120694,176195.0764924502,St.-bernard-kern
505,50.877402,4.7010558,Leuven,4,3000,Standonckstraat,Thomas Stapleton,"Mo-Sa 16:00-02:00, Su 12:00-02:00",pub,irish pub,http://www.thomasstapleton.be,173387.37449648618,174167.39752636943,Leuven stadspark
506,50.8774212,4.7009047,Leuven,2,3000,Standonckstraat,Ristorante Rossi,,restaurant,italian,https://www.ristoranterossi.be/,173376.73063915374,174169.48566791322,Leuven stadspark
507,50.8576806,4.7810634,Bierbeek,2,3360,Stationsstraat,Taverne Ferro,,fast_food,friture,,179030.42541586547,172001.8805075707,Lovenjoel-centrum
508,50.8575995,4.7810335,Bierbeek,2,3360,Stationsstraat,Frituur Ferro,,fast_food,friture,,179028.3703816333,171992.84728881624,Lovenjoel-centrum
509,50.9397177,4.736245,Rotselaar,253,3110,Stationsstraat,Frituur Het Rond Punt,"Mo-Fr 11:30-14:00,16:30-22:30; Su 16:30-22:30",fast_food,friture,,175829.58504292852,181111.17158408836,Vrouwenpark
510,50.944341,4.7282219,Rotselaar,165,3110,Stationsstraat,Café Jerom,,pub,bar,,175263.18201050677,181622.71348860487,Melkerij
511,50.9009163,4.6343741,Herent,83,3020,Stationsstraat,Boeket Garni,,restaurant,,https://boeketgarni.be/,168684.98593499395,176764.22194376867,Veltem-centrum
512,50.8955756,4.6419711,Herent,19,3020,Termerestraat,Spar,,supermarket,,,169221.58169462596,176172.0578361433,Ijzerenberg
513,50.8663333,4.6335778,Heverlee,93,3001,Tervuursesteenweg,Yves Guns,Mo-Sa 06:30-18:30; Tu off; Su 07:00-14:00,bakery,,https://www.yvesguns.be/,168642.72634774464,172916.96801629942,Bertem centrum-oost
514,50.8650149,4.6276183,Bertem,161a,3060,Tervuursesteenweg,Frituur Sabrina,"Mo,Tu,Fr,Sa 17:00-22:00, Fr,Sa 12:00-14:00; Su 17:00-22:00",fast_food,friture,,168223.71423410453,172768.82516539283,Bertem centrum
515,50.8687879,4.6466836,Leuven,609,3001,Tervuursesteenweg,Katrien Kookt,Tu-Fr 11:00-19:00; Sa 10:00-15:00,restaurant,,,169564.29680849664,173193.39938637987,Alsemberg
516,50.8655495,4.6286237,Heverlee,186,3001,Tervuursesteenweg,Louis Delhaize,"We-Mo,PH 08:00-20:00",supermarket,,,168294.28365943208,172828.54226645175,Bertem centrum
517,50.9118302,4.666765,Bertem,167,3060,Tervuursesteenweg ,Renmans,,butcher_shop,,,170958.61032955168,177986.97135169804,Zitteblok
518,50.8794209,4.6892567,Leuven,11,3000,Tervuursestraat,Mamboz Bar & Lounge,,bar,,,172555.99259555282,174388.32342896145,Sint-jacobs
519,50.8776699,4.6855927,Leuven,118,3000,Tervuursestraat,Mix Markt,,grocery_shop,,,172298.96731595296,174192.43197140843,Mannenstraat
520,50.8792647,4.6889862,Leuven,10,3000,Tervuursestraat,Lo Robost,Fr 16:00-20:00; Sa 10:00-14:00,grocery_shop,liquor_shop,https://lorebost.be,172537.03094550382,174370.86532316078,Mannenstraat
521,50.868764,4.6969611,Heverlee,,3001,Tervuursevest,Back to Basic,,fast_food,sandwich,,173103.44912951233,173205.21814275254,Heverlee naamse poort
522,50.8705249,4.6920592,Leuven,113,3001,Tervuursevest,Lunch Delight,,restaurant,asian;chinese,https://www.facebook.com/LunchDelight/,172757.53951143572,173399.58438282833,Campus heverlee
523,50.8706452,4.6919383,Heverlee,113,3001,Tervuursevest,Carrefour Market,"Mo-Th, Sa 08:00-20:00; Fr 09:00-18:00",supermarket,,https://winkels.carrefour.be/nl/s/carrefour/carrefour-market-heverlee/139?redirectdoteu=x,172748.97105901115,173412.9294792274,Campus heverlee
524,50.8687732,4.6965164,Heverlee,,3001,Tervuursevest,Delhaize,"Mo-Th,Sa 08:00-20:00; Fr 08:00-21:00",supermarket,,,173072.14124861732,173206.1029978916,Heverlee naamse poort
525,50.8685584,4.6975315,Heverlee,5a,3001,Tervuursevest,Kavkaz,,supermarket,,,173143.70224224697,173182.52513034828,Heverlee naamse poort
526,50.8809314,4.6932989,Leuven,1B,3000,Tessenstraat,Slagerij Fontein,Mo-Sa 10:00-19:30,butcher_shop,,,172839.7310303019,174557.59073479753,Bruul
527,50.8718713,4.7217195,Heverlee,166,3001,Tiensesteenweg,De Kapblok,,butcher_shop,,,174844.59659931928,173558.88458073325,H. hart
528,50.8491632,4.7230823,Leuven,166,3001,Tiensesteenweg,De Kapblok,,butcher_shop,,https://foodgarage.be/slagerij/de-kapblok/,174952.59750061174,171033.2960976623,Haasrode industriezone
529,50.8627886,4.7601626,Bierbeek,88,3360,Tiensesteenweg,Nightshop,,grocery_shop,night_market,,177555.83456526487,172562.11457584705,Korbeek-lo-centrum
530,50.872344,4.7207151,Kessel-Lo,115,3010,Tiensesteenweg,La Lumaca,,restaurant,italian,,174773.64985998388,173611.13162189256,Belle vue
531,50.8722439,4.7211375,Kessel-Lo,131,3010,Tiensesteenweg,Castello Lucano,,restaurant,italian,,174803.4341067949,173600.13775462843,Belle vue
532,50.8688335,4.7343317,Leuven,344,3000,Tiensesteenweg,Bretoense Hoeve,,restaurant,french,,175734.00186242964,173225.26279778406,Ziekelingen
533,50.8616944,4.7655226,Bierbeek,142,3360,Tiensesteenweg,Traiteur Culinesse,,restaurant,caterer,,177933.8339279439,172442.4023742592,Korbeek-lo-centrum
534,50.8735655,4.7135714,Leuven,276,3000,Tiensestraat,Au Flan Breton,,bakery,,https://www.auflanbreton.be/,174270.19672383813,173744.64791057166,Tiensestraat
535,50.8754646,4.7086877,Leuven,132-136,3000,Tiensestraat,Au Flan Breton,Mo-Sa 07:00-18:00; Su 07:00-13:00; PH 07:00-13:00,bakery,,https://www.auflanbreton.be/,173925.4893288519,173954.31650124118,Tiensestraat
536,50.8785662,4.70346,Leuven,11,3000,Tiensestraat,Barouche,Mo-Su 11:30-22:00,bar,restaurant,,173555.99499772978,174297.66531012952,Leuven-centrum
537,50.8786424,4.7033984,Leuven,9,3000,Tiensestraat,Bavet,Mo-Su 11:30-22:00,bar,restaurant,https://www.bavet.eu/,173551.6214731351,174306.1222631978,Leuven-centrum
538,50.8770804,4.7051904,Leuven,65,3000,Tiensestraat,T&Ko,,cafe,,https://www.tnko.be/,173678.526356919,174132.9355790792,Tiensestraat
539,50.8779495,4.7035008,Leuven,38,3000,Tiensestraat,Madmum,Mo-Fr 08:00-17:30; Sa 08:30-18:00,cafe,,https://madmumcoffee.be/,173559.17629005955,174229.07621945255,Leuven-centrum
540,50.8763146,4.7065434,Leuven,96,3000,Tiensestraat,Erasmus,,cafe,,,173774.1382300494,174048.18079079036,Tiensestraat
541,50.8773765,4.7044768,Leuven,47,3000,Tiensestraat,T & Ko,,cafe,,https://www.tnko.be/,173628.15426500078,174165.64612750895,Tiensestraat
542,50.8778464,4.7038551,Leuven,39a,3000,Tiensestraat,Sweet Coffee,,cafe,coffee_shop,,173584.1631780818,174217.72001639567,Tiensestraat
543,50.877315,4.7042888,Leuven,60,3000,Tiensestraat,De Babyloniër,,fast_food,kebab,,173614.95396420907,174158.74490760826,Tiensestraat
